,path,emotion
992,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_01_01_02_kids-talking_neutral.wav,neutral
1808,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-04-02-01-02-22_sad.wav,sad
1494,D:\repos\CCSER\SER\data\ravdess\Actor_05\03-02-04-01-02-02-05_sad.wav,sad
55,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_01_02_dogs-sitting_angry.wav,angry
2175,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sub_sad.wav,sad
686,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_king_angry.wav,angry
511,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_long_angry.wav,angry
2157,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_rush_sad.wav,sad
522,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_mill_angry.wav,angry
311,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
1122,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_perch_neutral.wav,neutral
1421,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_01_01_02_dogs-sitting_sad.wav,sad
785,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_ton_angry.wav,angry
1846,D:\repos\CCSER\SER\data\ravdess\Actor_24\24_01_01_02_kids-talking_sad.wav,sad
538,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_pain_angry.wav,angry
1467,D:\repos\CCSER\SER\data\ravdess\Actor_04\03-02-04-01-01-01-04_sad.wav,sad
1193,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_white_neutral.wav,neutral
217,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
1860,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_fat_sad.wav,sad
335,D:\repos\CCSER\SER\data\ravdess\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
551,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_ring_angry.wav,angry
1266,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_hush_neutral.wav,neutral
1577,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_02_dogs-sitting_sad.wav,sad
1448,D:\repos\CCSER\SER\data\ravdess\Actor_03\03-02-04-02-01-02-03_sad.wav,sad
66,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
1883,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_home_sad.wav,sad
1017,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,neutral
2092,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kite_sad.wav,sad
140,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
2113,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_mess_sad.wav,sad
5,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_02_dogs-sitting_angry.wav,angry
58,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
1886,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_jail_sad.wav,sad
583,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tell_angry.wav,angry
1967,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_shirt_sad.wav,sad
1583,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_02_01_dogs-sitting_sad.wav,sad
1827,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_01_01_dogs-sitting_sad.wav,sad
1078,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_king_neutral.wav,neutral
1516,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-04-01-01-02-06_sad.wav,sad
1343,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sell_neutral.wav,neutral
1584,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_02_01_kids-talking_sad.wav,sad
996,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_02_01_02_kids-talking_neutral.wav,neutral
278,D:\repos\CCSER\SER\data\ravdess\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
892,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_01_01_02_kids-talking_neutral.wav,neutral
185,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
1013,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-01-01-01-01-22_neutral.wav,neutral
2093,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_knock_sad.wav,sad
1912,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_lose_sad.wav,sad
19,D:\repos\CCSER\SER\data\ravdess\Actor_01\03-02-05-02-01-01-01_angry.wav,angry
1787,D:\repos\CCSER\SER\data\ravdess\Actor_21\03-02-04-01-01-01-21_sad.wav,sad
692,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_learn_angry.wav,angry
1755,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
54,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
2002,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_wheat_sad.wav,sad
505,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_lease_angry.wav,angry
1087,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_life_neutral.wav,neutral
64,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
1334,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_room_neutral.wav,neutral
1526,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_01_01_02_kids-talking_sad.wav,sad
1063,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hole_neutral.wav,neutral
916,D:\repos\CCSER\SER\data\ravdess\Actor_11\03-02-01-01-02-02-11_neutral.wav,neutral
1050,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_gin_neutral.wav,neutral
113,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_02_01_dogs-sitting_angry.wav,angry
1129,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_rag_neutral.wav,neutral
1748,D:\repos\CCSER\SER\data\ravdess\Actor_19\03-02-04-01-01-02-19_sad.wav,sad
1724,D:\repos\CCSER\SER\data\ravdess\Actor_17\03-02-04-01-01-02-17_sad.wav,sad
82,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
726,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pain_angry.wav,angry
1769,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_02_02_02_dogs-sitting_sad.wav,sad
820,D:\repos\CCSER\SER\data\ravdess\Actor_01\03-02-01-01-02-02-01_neutral.wav,neutral
842,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_01_01_kids-talking_neutral.wav,neutral
326,D:\repos\CCSER\SER\data\ravdess\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
713,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_mood_angry.wav,angry
2181,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_time_sad.wav,sad
760,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_shawl_angry.wav,angry
1611,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_01_01_dogs-sitting_sad.wav,sad
1885,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hush_sad.wav,sad
2055,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_fit_sad.wav,sad
723,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_numb_angry.wav,angry
1277,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_lean_neutral.wav,neutral
122,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-05-02-01-02-06_angry.wav,angry
1673,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_02_02_dogs-sitting_sad.wav,sad
214,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
921,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_02_01_01_dogs-sitting_neutral.wav,neutral
1422,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_01_01_02_kids-talking_sad.wav,sad
891,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_01_01_02_dogs-sitting_neutral.wav,neutral
1632,D:\repos\CCSER\SER\data\ravdess\Actor_12\03-02-04-02-01-02-12_sad.wav,sad
687,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kite_angry.wav,angry
1430,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_02_01_02_kids-talking_sad.wav,sad
1780,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_01_kids-talking_sad.wav,sad
298,D:\repos\CCSER\SER\data\ravdess\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
52,D:\repos\CCSER\SER\data\ravdess\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
1239,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_fall_neutral.wav,neutral
935,D:\repos\CCSER\SER\data\ravdess\Actor_12\12_02_01_02_dogs-sitting_neutral.wav,neutral
360,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
1025,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_01_01_dogs-sitting_neutral.wav,neutral
1218,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_chair_neutral.wav,neutral
2194,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_wash_sad.wav,sad
159,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
1502,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_01_01_02_kids-talking_sad.wav,sad
318,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
1002,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_01_kids-talking_neutral.wav,neutral
748,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_room_angry.wav,angry
558,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_rush_angry.wav,angry
190,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
1857,D:\repos\CCSER\SER\data\ravdess\Actor_24\24_02_02_02_dogs-sitting_sad.wav,sad
1126,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_pole_neutral.wav,neutral
2044,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_dime_sad.wav,sad
351,D:\repos\CCSER\SER\data\ravdess\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
2207,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_youth_sad.wav,sad
2173,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sour_sad.wav,sad
1734,D:\repos\CCSER\SER\data\ravdess\Actor_17\17_02_01_02_kids-talking_sad.wav,sad
1820,D:\repos\CCSER\SER\data\ravdess\Actor_23\03-02-04-01-01-02-23_sad.wav,sad
1302,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_mouse_neutral.wav,neutral
793,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_wag_angry.wav,angry
1217,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_chain_neutral.wav,neutral
1836,D:\repos\CCSER\SER\data\ravdess\Actor_24\03-02-04-01-01-02-24_sad.wav,sad
1911,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_lore_sad.wav,sad
479,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_have_angry.wav,angry
1824,D:\repos\CCSER\SER\data\ravdess\Actor_23\03-02-04-02-01-02-23_sad.wav,sad
1815,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_02_01_dogs-sitting_sad.wav,sad
1753,D:\repos\CCSER\SER\data\ravdess\Actor_19\03-02-04-02-02-01-19_sad.wav,sad
1325,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_rain_neutral.wav,neutral
271,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
516,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_luck_angry.wav,angry
1259,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_have_neutral.wav,neutral
2136,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_phone_sad.wav,sad
1205,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_bean_neutral.wav,neutral
1679,D:\repos\CCSER\SER\data\ravdess\Actor_14\03-02-04-02-01-01-14_sad.wav,sad
905,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_01_dogs-sitting_neutral.wav,neutral
40,D:\repos\CCSER\SER\data\ravdess\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
1625,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_02_02_02_dogs-sitting_sad.wav,sad
4,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_01_kids-talking_angry.wav,angry
204,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
408,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-05-01-02-02-22_angry.wav,angry
434,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_02_01_kids-talking_angry.wav,angry
1713,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-04-02-02-01-16_sad.wav,sad
219,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
735,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pool_angry.wav,angry
1839,D:\repos\CCSER\SER\data\ravdess\Actor_24\03-02-04-02-01-01-24_sad.wav,sad
272,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
1264,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_home_neutral.wav,neutral
1000,D:\repos\CCSER\SER\data\ravdess\Actor_20\03-02-01-01-02-02-20_neutral.wav,neutral
720,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_neat_angry.wav,angry
953,D:\repos\CCSER\SER\data\ravdess\Actor_14\14_02_01_01_dogs-sitting_neutral.wav,neutral
1271,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kill_neutral.wav,neutral
2062,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_get_sad.wav,sad
268,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
1026,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_01_01_kids-talking_neutral.wav,neutral
481,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hire_angry.wav,angry
543,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_phone_angry.wav,angry
1509,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_01_02_dogs-sitting_sad.wav,sad
799,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_which_angry.wav,angry
2073,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_haze_sad.wav,sad
2139,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pole_sad.wav,sad
1555,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_01_01_01_dogs-sitting_sad.wav,sad
1368,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_time_neutral.wav,neutral
383,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
1682,D:\repos\CCSER\SER\data\ravdess\Actor_14\03-02-04-02-02-02-14_sad.wav,sad
1058,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hate_neutral.wav,neutral
347,D:\repos\CCSER\SER\data\ravdess\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
1276,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_laud_neutral.wav,neutral
121,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-05-02-01-01-06_angry.wav,angry
658,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_gin_angry.wav,angry
590,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tire_angry.wav,angry
958,D:\repos\CCSER\SER\data\ravdess\Actor_15\03-02-01-01-01-02-15_neutral.wav,neutral
1770,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_02_02_02_kids-talking_sad.wav,sad
2012,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_young_sad.wav,sad
1606,D:\repos\CCSER\SER\data\ravdess\Actor_11\03-02-04-01-02-02-11_sad.wav,sad
1285,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_long_neutral.wav,neutral
89,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
1511,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_02_01_dogs-sitting_sad.wav,sad
985,D:\repos\CCSER\SER\data\ravdess\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
1743,D:\repos\CCSER\SER\data\ravdess\Actor_18\18_01_02_01_dogs-sitting_sad.wav,sad
177,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
519,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_merge_angry.wav,angry
1321,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pool_neutral.wav,neutral
1175,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tip_neutral.wav,neutral
1712,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-04-02-01-02-16_sad.wav,sad
1963,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_shack_sad.wav,sad
1714,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-04-02-02-02-16_sad.wav,sad
1401,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_02_dogs-sitting_sad.wav,sad
1576,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_01_kids-talking_sad.wav,sad
1459,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_01_01_dogs-sitting_sad.wav,sad
805,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_yearn_angry.wav,angry
1528,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_01_02_01_kids-talking_sad.wav,sad
1953,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_room_sad.wav,sad
1360,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_talk_neutral.wav,neutral
883,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_01_01_02_dogs-sitting_neutral.wav,neutral
817,D:\repos\CCSER\SER\data\ravdess\Actor_01\03-02-01-01-01-01-01_neutral.wav,neutral
1721,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_02_02_dogs-sitting_sad.wav,sad
171,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
412,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-05-02-02-02-22_angry.wav,angry
789,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_vine_angry.wav,angry
776,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_team_angry.wav,angry
1137,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_ring_neutral.wav,neutral
838,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_01_01_kids-talking_neutral.wav,neutral
270,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
416,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
1876,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hash_sad.wav,sad
1992,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tough_sad.wav,sad
966,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-01-01-01-02-16_neutral.wav,neutral
1945,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_raise_sad.wav,sad
1548,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_02_01_01_kids-talking_sad.wav,sad
1629,D:\repos\CCSER\SER\data\ravdess\Actor_12\03-02-04-01-02-01-12_sad.wav,sad
740,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_raise_angry.wav,angry
2040,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_date_sad.wav,sad
1921,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_mouse_sad.wav,sad
942,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_01_01_01_kids-talking_neutral.wav,neutral
1595,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_01_01_dogs-sitting_sad.wav,sad
1959,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_sail_sad.wav,sad
312,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
1187,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_wash_neutral.wav,neutral
378,D:\repos\CCSER\SER\data\ravdess\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
898,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_01_01_kids-talking_neutral.wav,neutral
1829,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_01_02_dogs-sitting_sad.wav,sad
154,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
192,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
1517,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-04-01-02-01-06_sad.wav,sad
1340,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sail_neutral.wav,neutral
473,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_goose_angry.wav,angry
1236,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_doll_neutral.wav,neutral
1554,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_02_02_02_kids-talking_sad.wav,sad
87,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
1029,D:\repos\CCSER\SER\data\ravdess\Actor_24\03-02-01-01-01-01-24_neutral.wav,neutral
308,D:\repos\CCSER\SER\data\ravdess\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
1161,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_south_neutral.wav,neutral
1498,D:\repos\CCSER\SER\data\ravdess\Actor_05\03-02-04-02-02-02-05_sad.wav,sad
1648,D:\repos\CCSER\SER\data\ravdess\Actor_12\12_02_02_01_kids-talking_sad.wav,sad
1260,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_haze_neutral.wav,neutral
381,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
632,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_choice_angry.wav,angry
938,D:\repos\CCSER\SER\data\ravdess\Actor_13\03-02-01-01-01-02-13_neutral.wav,neutral
829,D:\repos\CCSER\SER\data\ravdess\Actor_02\03-02-01-01-01-01-02_neutral.wav,neutral
414,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_01_kids-talking_angry.wav,angry
906,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_01_kids-talking_neutral.wav,neutral
778,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_thin_angry.wav,angry
828,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_02_01_02_kids-talking_neutral.wav,neutral
598,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_vote_angry.wav,angry
909,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,neutral
1674,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_02_02_kids-talking_sad.wav,sad
1978,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_take_sad.wav,sad
