,path,emotion
522,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_mill_angry.wav,angry
311,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
1196,D:\repos\CCSER\SER\data\ravdess\Actor_21\03-02-03-01-01-02-21_happy.wav,happy
1762,D:\repos\CCSER\SER\data\ravdess\Actor_14\14_02_01_02_kids-talking_neutral.wav,neutral
2132,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_raise_neutral.wav,neutral
538,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_pain_angry.wav,angry
1078,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_02_kids-talking_happy.wav,happy
1420,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_wife_happy.wav,happy
217,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
984,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_01_kids-talking_happy.wav,happy
335,D:\repos\CCSER\SER\data\ravdess\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
551,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_ring_angry.wav,angry
1259,D:\repos\CCSER\SER\data\ravdess\Actor_24\24_02_01_01_dogs-sitting_happy.wav,happy
1171,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_02_01_01_dogs-sitting_happy.wav,happy
1440,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_chat_happy.wav,happy
66,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
1710,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_01_02_kids-talking_neutral.wav,neutral
1815,D:\repos\CCSER\SER\data\ravdess\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
1322,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_luck_happy.wav,happy
140,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
2099,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_merge_neutral.wav,neutral
5,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_02_dogs-sitting_angry.wav,angry
58,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
1876,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_judge_neutral.wav,neutral
583,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tell_angry.wav,angry
1955,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_sell_neutral.wav,neutral
2166,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_talk_neutral.wav,neutral
2020,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_calm_neutral.wav,neutral
1507,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_lose_happy.wav,happy
2196,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_witch_neutral.wav,neutral
616,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_bar_angry.wav,angry
1576,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sub_happy.wav,happy
983,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_01_dogs-sitting_happy.wav,happy
278,D:\repos\CCSER\SER\data\ravdess\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
1459,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_gap_happy.wav,happy
185,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
944,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_02_02_01_kids-talking_happy.wav,happy
1637,D:\repos\CCSER\SER\data\ravdess\Actor_02\03-02-01-01-02-01-02_neutral.wav,neutral
1454,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_far_happy.wav,happy
19,D:\repos\CCSER\SER\data\ravdess\Actor_01\03-02-05-02-01-01-01_angry.wav,angry
2194,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_wife_neutral.wav,neutral
684,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kick_angry.wav,angry
1746,D:\repos\CCSER\SER\data\ravdess\Actor_13\03-02-01-01-02-02-13_neutral.wav,neutral
54,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
1990,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_vote_neutral.wav,neutral
505,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_lease_angry.wav,angry
1081,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_02_02_dogs-sitting_happy.wav,happy
64,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
1359,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_rat_happy.wav,happy
1518,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_mode_happy.wav,happy
1705,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_01_02_dogs-sitting_neutral.wav,neutral
1192,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_02_01_kids-talking_happy.wav,happy
1127,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_02_01_dogs-sitting_happy.wav,happy
113,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_02_01_dogs-sitting_angry.wav,angry
1123,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_01_01_dogs-sitting_happy.wav,happy
672,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_home_angry.wav,angry
1715,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_01_01_dogs-sitting_neutral.wav,neutral
82,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
2177,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_ton_neutral.wav,neutral
1995,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
810,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_01_02_dogs-sitting_happy.wav,happy
1902,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_luck_neutral.wav,neutral
326,D:\repos\CCSER\SER\data\ravdess\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
2192,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_whip_neutral.wav,neutral
2174,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_time_neutral.wav,neutral
1914,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_mouse_neutral.wav,neutral
2032,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_dab_neutral.wav,neutral
1875,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_join_neutral.wav,neutral
1150,D:\repos\CCSER\SER\data\ravdess\Actor_18\18_01_01_02_kids-talking_happy.wav,happy
813,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_01_kids-talking_happy.wav,happy
686,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_king_angry.wav,angry
122,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-05-02-01-02-06_angry.wav,angry
1735,D:\repos\CCSER\SER\data\ravdess\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,neutral
214,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
909,D:\repos\CCSER\SER\data\ravdess\Actor_05\03-02-03-02-01-02-05_happy.wav,happy
1414,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_week_happy.wav,happy
880,D:\repos\CCSER\SER\data\ravdess\Actor_04\03-02-03-01-01-01-04_happy.wav,happy
980,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_01_01_kids-talking_happy.wav,happy
1228,D:\repos\CCSER\SER\data\ravdess\Actor_23\03-02-03-01-01-02-23_happy.wav,happy
1615,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_01_01_dogs-sitting_neutral.wav,neutral
1771,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-01-01-01-01-16_neutral.wav,neutral
298,D:\repos\CCSER\SER\data\ravdess\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
52,D:\repos\CCSER\SER\data\ravdess\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
1493,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kite_happy.wav,happy
923,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_02_02_kids-talking_happy.wav,happy
360,D:\repos\CCSER\SER\data\ravdess\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
1525,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_near_happy.wav,happy
1211,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-03-01-01-01-22_happy.wav,happy
2068,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_hit_neutral.wav,neutral
159,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
1292,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hush_happy.wav,happy
318,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
989,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_01_02_dogs-sitting_happy.wav,happy
2002,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_witch_neutral.wav,neutral
558,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_rush_angry.wav,angry
190,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
806,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_yes_angry.wav,angry
1431,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_bought_happy.wav,happy
1222,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_02_kids-talking_happy.wav,happy
351,D:\repos\CCSER\SER\data\ravdess\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
2086,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_lid_neutral.wav,neutral
1848,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_fit_neutral.wav,neutral
1725,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_01_02_dogs-sitting_neutral.wav,neutral
1424,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_bath_happy.wav,happy
1595,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_vine_happy.wav,happy
1936,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_raid_neutral.wav,neutral
1135,D:\repos\CCSER\SER\data\ravdess\Actor_17\03-02-03-02-01-01-17_happy.wav,happy
1826,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_02_kids-talking_neutral.wav,neutral
1994,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_week_neutral.wav,neutral
479,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_have_angry.wav,angry
1628,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_01_01_01_kids-talking_neutral.wav,neutral
820,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_02_02_01_dogs-sitting_happy.wav,happy
1683,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_02_01_01_dogs-sitting_neutral.wav,neutral
1571,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_size_happy.wav,happy
271,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
516,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_luck_angry.wav,angry
1752,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_01_kids-talking_neutral.wav,neutral
1652,D:\repos\CCSER\SER\data\ravdess\Actor_04\03-02-01-01-01-02-04_neutral.wav,neutral
896,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_01_01_dogs-sitting_happy.wav,happy
962,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_02_02_02_kids-talking_happy.wav,happy
1486,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_juice_happy.wav,happy
40,D:\repos\CCSER\SER\data\ravdess\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
2133,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_rat_neutral.wav,neutral
4,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_02_01_kids-talking_angry.wav,angry
204,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
408,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-05-01-02-02-22_angry.wav,angry
434,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_02_01_kids-talking_angry.wav,angry
1060,D:\repos\CCSER\SER\data\ravdess\Actor_13\03-02-03-01-01-02-13_happy.wav,happy
219,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
726,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pain_angry.wav,angry
891,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_01_01_02_kids-talking_happy.wav,happy
272,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
1257,D:\repos\CCSER\SER\data\ravdess\Actor_24\24_01_02_02_dogs-sitting_happy.wav,happy
866,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_01_01_02_dogs-sitting_happy.wav,happy
1673,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_01_02_dogs-sitting_neutral.wav,neutral
1784,D:\repos\CCSER\SER\data\ravdess\Actor_17\17_02_01_01_kids-talking_neutral.wav,neutral
735,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_pool_angry.wav,angry
268,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
723,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_numb_angry.wav,angry
481,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hire_angry.wav,angry
543,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_phone_angry.wav,angry
1501,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_life_happy.wav,happy
789,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_vine_angry.wav,angry
1013,D:\repos\CCSER\SER\data\ravdess\Actor_11\03-02-03-01-02-01-11_happy.wav,happy
1015,D:\repos\CCSER\SER\data\ravdess\Actor_11\03-02-03-02-01-01-11_happy.wav,happy
1547,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_rat_happy.wav,happy
1360,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_reach_happy.wav,happy
383,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
1674,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_02_01_02_kids-talking_neutral.wav,neutral
1052,D:\repos\CCSER\SER\data\ravdess\Actor_12\12_02_01_01_kids-talking_happy.wav,happy
347,D:\repos\CCSER\SER\data\ravdess\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
2051,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_gap_neutral.wav,neutral
121,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-05-02-01-01-06_angry.wav,angry
658,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_gin_angry.wav,angry
590,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_tire_angry.wav,angry
936,D:\repos\CCSER\SER\data\ravdess\Actor_06\06_01_02_01_kids-talking_happy.wav,happy
1761,D:\repos\CCSER\SER\data\ravdess\Actor_14\14_02_01_02_dogs-sitting_neutral.wav,neutral
2048,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_fit_neutral.wav,neutral
1598,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_vote_happy.wav,happy
1357,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_rain_happy.wav,happy
89,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
1503,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_live_happy.wav,happy
1492,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_king_happy.wav,happy
1734,D:\repos\CCSER\SER\data\ravdess\Actor_12\03-02-01-01-02-02-12_neutral.wav,neutral
177,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
519,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_merge_angry.wav,angry
1295,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_join_happy.wav,happy
1124,D:\repos\CCSER\SER\data\ravdess\Actor_16\16_02_01_01_kids-talking_happy.wav,happy
1408,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_voice_happy.wav,happy
1678,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-01-01-02-02-06_neutral.wav,neutral
1757,D:\repos\CCSER\SER\data\ravdess\Actor_14\03-02-01-01-02-01-14_neutral.wav,neutral
987,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_01_01_dogs-sitting_happy.wav,happy
1451,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_door_happy.wav,happy
2128,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_puff_neutral.wav,neutral
974,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_02_01_02_kids-talking_happy.wav,happy
799,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_which_angry.wav,angry
1334,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_mouse_happy.wav,happy
2111,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_near_neutral.wav,neutral
1749,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_01_01_02_dogs-sitting_neutral.wav,neutral
1240,D:\repos\CCSER\SER\data\ravdess\Actor_23\23_01_02_01_kids-talking_happy.wav,happy
171,D:\repos\CCSER\SER\data\ravdess\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
412,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-05-02-02-02-22_angry.wav,angry
2162,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_sub_neutral.wav,neutral
1952,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_sail_neutral.wav,neutral
1708,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_01_01_kids-talking_neutral.wav,neutral
828,D:\repos\CCSER\SER\data\ravdess\Actor_01\03-02-03-02-01-01-01_happy.wav,happy
270,D:\repos\CCSER\SER\data\ravdess\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
416,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
1866,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_haze_neutral.wav,neutral
1980,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_time_neutral.wav,neutral
953,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_01_02_02_dogs-sitting_happy.wav,happy
1933,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_pool_neutral.wav,neutral
1668,D:\repos\CCSER\SER\data\ravdess\Actor_05\05_01_01_01_kids-talking_neutral.wav,neutral
1621,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_02_01_02_dogs-sitting_neutral.wav,neutral
740,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_raise_angry.wav,angry
2028,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_cheek_neutral.wav,neutral
2061,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_half_neutral.wav,neutral
930,D:\repos\CCSER\SER\data\ravdess\Actor_06\03-02-03-02-02-01-06_happy.wav,happy
1038,D:\repos\CCSER\SER\data\ravdess\Actor_12\03-02-03-01-02-02-12_happy.wav,happy
2121,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_peg_neutral.wav,neutral
312,D:\repos\CCSER\SER\data\ravdess\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
823,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_02_02_02_kids-talking_happy.wav,happy
378,D:\repos\CCSER\SER\data\ravdess\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
878,D:\repos\CCSER\SER\data\ravdess\Actor_03\03_02_02_02_dogs-sitting_happy.wav,happy
1819,D:\repos\CCSER\SER\data\ravdess\Actor_22\03-02-01-01-01-01-22_neutral.wav,neutral
154,D:\repos\CCSER\SER\data\ravdess\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
192,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
1509,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_love_happy.wav,happy
1332,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_moon_happy.wav,happy
473,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_goose_angry.wav,angry
1665,D:\repos\CCSER\SER\data\ravdess\Actor_05\03-02-01-01-02-01-05_neutral.wav,neutral
1857,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_goal_neutral.wav,neutral
87,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
1855,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_get_neutral.wav,neutral
308,D:\repos\CCSER\SER\data\ravdess\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
1878,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_juice_neutral.wav,neutral
1657,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_01_01_02_dogs-sitting_neutral.wav,neutral
1729,D:\repos\CCSER\SER\data\ravdess\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,neutral
1042,D:\repos\CCSER\SER\data\ravdess\Actor_12\03-02-03-02-02-02-12_happy.wav,happy
381,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
632,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_choice_angry.wav,angry
1707,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_02_01_01_dogs-sitting_neutral.wav,neutral
842,D:\repos\CCSER\SER\data\ravdess\Actor_02\02_02_01_02_dogs-sitting_happy.wav,happy
414,D:\repos\CCSER\SER\data\ravdess\Actor_22\22_01_01_01_kids-talking_angry.wav,angry
1996,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_when_neutral.wav,neutral
1569,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_should_happy.wav,happy
818,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_02_01_02_dogs-sitting_happy.wav,happy
598,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_vote_angry.wav,angry
897,D:\repos\CCSER\SER\data\ravdess\Actor_04\04_02_01_01_kids-talking_happy.wav,happy
1849,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_five_neutral.wav,neutral
2115,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_numb_neutral.wav,neutral
811,D:\repos\CCSER\SER\data\ravdess\Actor_01\01_01_01_02_kids-talking_happy.wav,happy
1889,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_lean_neutral.wav,neutral
1291,D:\repos\CCSER\SER\data\ravdess\Actor_25\25_01_01_01_hurl_happy.wav,happy
2173,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_thumb_neutral.wav,neutral
1491,D:\repos\CCSER\SER\data\ravdess\Actor_26\26_01_01_01_kill_happy.wav,happy
198,D:\repos\CCSER\SER\data\ravdess\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
1187,D:\repos\CCSER\SER\data\ravdess\Actor_20\20_01_01_01_dogs-sitting_happy.wav,happy
982,D:\repos\CCSER\SER\data\ravdess\Actor_09\09_01_01_02_kids-talking_happy.wav,happy
