,path,emotion
1609,data/ravdess\Actor_26\26_01_01_01_wire_happy.wav,happy
491,data/ravdess\Actor_25\25_01_01_01_jug_angry.wav,angry
1291,data/ravdess\Actor_25\25_01_01_01_hurl_happy.wav,happy
877,data/ravdess\Actor_03\03_02_02_01_kids-talking_happy.wav,happy
140,data/ravdess\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
986,data/ravdess\Actor_09\09_01_02_02_kids-talking_happy.wav,happy
748,data/ravdess\Actor_26\26_01_01_01_room_angry.wav,angry
1324,data/ravdess\Actor_25\25_01_01_01_match_happy.wav,happy
77,data/ravdess\Actor_04\04_01_01_01_dogs-sitting_angry.wav,angry
39,data/ravdess\Actor_02\03-02-05-01-02-01-02_angry.wav,angry
558,data/ravdess\Actor_25\25_01_01_01_rush_angry.wav,angry
793,data/ravdess\Actor_26\26_01_01_01_wag_angry.wav,angry
1465,data/ravdess\Actor_26\26_01_01_01_goal_happy.wav,happy
322,data/ravdess\Actor_16\16_02_02_01_kids-talking_angry.wav,angry
935,data/ravdess\Actor_06\06_01_02_01_dogs-sitting_happy.wav,happy
251,data/ravdess\Actor_12\12_02_02_02_dogs-sitting_angry.wav,angry
1531,data/ravdess\Actor_26\26_01_01_01_page_happy.wav,happy
818,data/ravdess\Actor_01\01_02_01_02_dogs-sitting_happy.wav,happy
828,data/ravdess\Actor_01\03-02-03-02-01-01-01_happy.wav,happy
847,data/ravdess\Actor_02\02_02_02_02_kids-talking_happy.wav,happy
1283,data/ravdess\Actor_25\25_01_01_01_hash_happy.wav,happy
775,data/ravdess\Actor_26\26_01_01_01_tape_angry.wav,angry
1055,data/ravdess\Actor_12\12_02_02_01_dogs-sitting_happy.wav,happy
1236,data/ravdess\Actor_23\23_01_01_01_kids-talking_happy.wav,happy
58,data/ravdess\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
1485,data/ravdess\Actor_26\26_01_01_01_jug_happy.wav,happy
646,data/ravdess\Actor_26\26_01_01_01_fail_angry.wav,angry
241,data/ravdess\Actor_12\12_01_02_01_dogs-sitting_angry.wav,angry
1318,data/ravdess\Actor_25\25_01_01_01_lore_happy.wav,happy
330,data/ravdess\Actor_17\03-02-05-02-01-02-17_angry.wav,angry
989,data/ravdess\Actor_09\09_02_01_02_dogs-sitting_happy.wav,happy
1532,data/ravdess\Actor_26\26_01_01_01_pain_happy.wav,happy
1607,data/ravdess\Actor_26\26_01_01_01_white_happy.wav,happy
56,data/ravdess\Actor_03\03_01_01_02_kids-talking_angry.wav,angry
844,data/ravdess\Actor_02\02_02_02_01_dogs-sitting_happy.wav,happy
411,data/ravdess\Actor_22\03-02-05-02-02-01-22_angry.wav,angry
536,data/ravdess\Actor_25\25_01_01_01_pad_angry.wav,angry
479,data/ravdess\Actor_25\25_01_01_01_have_angry.wav,angry
716,data/ravdess\Actor_26\26_01_01_01_mouse_angry.wav,angry
1494,data/ravdess\Actor_26\26_01_01_01_knock_happy.wav,happy
546,data/ravdess\Actor_25\25_01_01_01_pole_angry.wav,angry
1513,data/ravdess\Actor_26\26_01_01_01_merge_happy.wav,happy
1186,data/ravdess\Actor_20\03-02-03-02-02-02-20_happy.wav,happy
862,data/ravdess\Actor_03\03-02-03-02-02-01-03_happy.wav,happy
1047,data/ravdess\Actor_12\12_01_02_01_dogs-sitting_happy.wav,happy
957,data/ravdess\Actor_07\07_02_01_02_dogs-sitting_happy.wav,happy
435,data/ravdess\Actor_23\23_01_02_02_dogs-sitting_angry.wav,angry
29,data/ravdess\Actor_02\02_02_01_01_dogs-sitting_angry.wav,angry
270,data/ravdess\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
35,data/ravdess\Actor_02\02_02_02_02_dogs-sitting_angry.wav,angry
1148,data/ravdess\Actor_18\18_01_01_01_kids-talking_happy.wav,happy
422,data/ravdess\Actor_23\03-02-05-01-01-02-23_angry.wav,angry
1300,data/ravdess\Actor_25\25_01_01_01_keep_happy.wav,happy
114,data/ravdess\Actor_05\05_02_02_01_kids-talking_angry.wav,angry
1462,data/ravdess\Actor_26\26_01_01_01_germ_happy.wav,happy
799,data/ravdess\Actor_26\26_01_01_01_which_angry.wav,angry
674,data/ravdess\Actor_26\26_01_01_01_hush_angry.wav,angry
1002,data/ravdess\Actor_10\10_01_02_02_kids-talking_happy.wav,happy
420,data/ravdess\Actor_22\22_01_02_02_kids-talking_angry.wav,angry
124,data/ravdess\Actor_06\03-02-05-02-02-02-06_angry.wav,angry
198,data/ravdess\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
1541,data/ravdess\Actor_26\26_01_01_01_pool_happy.wav,happy
1424,data/ravdess\Actor_26\26_01_01_01_bath_happy.wav,happy
781,data/ravdess\Actor_26\26_01_01_01_thumb_angry.wav,angry
969,data/ravdess\Actor_08\08_01_02_02_dogs-sitting_happy.wav,happy
814,data/ravdess\Actor_01\01_01_02_02_dogs-sitting_happy.wav,happy
805,data/ravdess\Actor_26\26_01_01_01_yearn_angry.wav,angry
582,data/ravdess\Actor_25\25_01_01_01_team_angry.wav,angry
963,data/ravdess\Actor_08\08_01_01_01_dogs-sitting_happy.wav,happy
432,data/ravdess\Actor_23\23_01_01_02_kids-talking_angry.wav,angry
1353,data/ravdess\Actor_25\25_01_01_01_pool_happy.wav,happy
513,data/ravdess\Actor_25\25_01_01_01_lose_angry.wav,angry
580,data/ravdess\Actor_25\25_01_01_01_talk_angry.wav,angry
914,data/ravdess\Actor_05\05_01_02_02_dogs-sitting_happy.wav,happy
516,data/ravdess\Actor_25\25_01_01_01_luck_angry.wav,angry
1583,data/ravdess\Actor_26\26_01_01_01_tell_happy.wav,happy
1452,data/ravdess\Actor_26\26_01_01_01_fail_happy.wav,happy
1363,data/ravdess\Actor_25\25_01_01_01_ring_happy.wav,happy
911,data/ravdess\Actor_05\03-02-03-02-02-02-05_happy.wav,happy
720,data/ravdess\Actor_26\26_01_01_01_neat_angry.wav,angry
494,data/ravdess\Actor_25\25_01_01_01_keep_angry.wav,angry
1471,data/ravdess\Actor_26\26_01_01_01_hash_happy.wav,happy
431,data/ravdess\Actor_23\23_01_01_02_dogs-sitting_angry.wav,angry
656,data/ravdess\Actor_26\26_01_01_01_germ_angry.wav,angry
1200,data/ravdess\Actor_21\03-02-03-02-01-02-21_happy.wav,happy
1608,data/ravdess\Actor_26\26_01_01_01_wife_happy.wav,happy
1394,data/ravdess\Actor_25\25_01_01_01_team_happy.wav,happy
1325,data/ravdess\Actor_25\25_01_01_01_merge_happy.wav,happy
40,data/ravdess\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
1368,data/ravdess\Actor_25\25_01_01_01_rot_happy.wav,happy
75,data/ravdess\Actor_04\03-02-05-02-02-01-04_angry.wav,angry
1360,data/ravdess\Actor_25\25_01_01_01_reach_happy.wav,happy
1439,data/ravdess\Actor_26\26_01_01_01_chalk_happy.wav,happy
247,data/ravdess\Actor_12\12_02_01_02_dogs-sitting_angry.wav,angry
1192,data/ravdess\Actor_20\20_01_02_01_kids-talking_happy.wav,happy
644,data/ravdess\Actor_26\26_01_01_01_doll_angry.wav,angry
186,data/ravdess\Actor_09\09_02_02_01_kids-talking_angry.wav,angry
1224,data/ravdess\Actor_22\22_01_02_01_kids-talking_happy.wav,happy
312,data/ravdess\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
8,data/ravdess\Actor_01\01_02_01_01_kids-talking_angry.wav,angry
685,data/ravdess\Actor_26\26_01_01_01_kill_angry.wav,angry
1441,data/ravdess\Actor_26\26_01_01_01_check_happy.wav,happy
1551,data/ravdess\Actor_26\26_01_01_01_ring_happy.wav,happy
875,data/ravdess\Actor_03\03_02_01_02_kids-talking_happy.wav,happy
712,data/ravdess\Actor_26\26_01_01_01_mode_angry.wav,angry
1151,data/ravdess\Actor_18\18_01_02_01_dogs-sitting_happy.wav,happy
762,data/ravdess\Actor_26\26_01_01_01_shirt_angry.wav,angry
1436,data/ravdess\Actor_26\26_01_01_01_cause_happy.wav,happy
445,data/ravdess\Actor_24\24_01_01_01_dogs-sitting_angry.wav,angry
1228,data/ravdess\Actor_23\03-02-03-01-01-02-23_happy.wav,happy
464,data/ravdess\Actor_25\25_01_01_01_food_angry.wav,angry
1298,data/ravdess\Actor_25\25_01_01_01_juice_happy.wav,happy
195,data/ravdess\Actor_10\10_01_02_02_dogs-sitting_angry.wav,angry
1126,data/ravdess\Actor_16\16_02_01_02_kids-talking_happy.wav,happy
1181,data/ravdess\Actor_20\03-02-03-01-02-01-20_happy.wav,happy
1246,data/ravdess\Actor_24\03-02-03-01-02-02-24_happy.wav,happy
708,data/ravdess\Actor_26\26_01_01_01_mess_angry.wav,angry
243,data/ravdess\Actor_12\12_01_02_02_dogs-sitting_angry.wav,angry
401,data/ravdess\Actor_21\21_01_02_01_dogs-sitting_angry.wav,angry
1052,data/ravdess\Actor_12\12_02_01_01_kids-talking_happy.wav,happy
703,data/ravdess\Actor_26\26_01_01_01_love_angry.wav,angry
795,data/ravdess\Actor_26\26_01_01_01_wash_angry.wav,angry
477,data/ravdess\Actor_25\25_01_01_01_hash_angry.wav,angry
1450,data/ravdess\Actor_26\26_01_01_01_deep_happy.wav,happy
1534,data/ravdess\Actor_26\26_01_01_01_pearl_happy.wav,happy
1183,data/ravdess\Actor_20\03-02-03-02-01-01-20_happy.wav,happy
285,data/ravdess\Actor_14\14_02_01_01_dogs-sitting_angry.wav,angry
471,data/ravdess\Actor_25\25_01_01_01_goal_angry.wav,angry
576,data/ravdess\Actor_25\25_01_01_01_sub_angry.wav,angry
619,data/ravdess\Actor_26\26_01_01_01_bean_angry.wav,angry
825,data/ravdess\Actor_01\03-02-03-01-01-02-01_happy.wav,happy
1025,data/ravdess\Actor_11\11_01_02_02_dogs-sitting_happy.wav,happy
924,data/ravdess\Actor_06\03-02-03-01-01-01-06_happy.wav,happy
1503,data/ravdess\Actor_26\26_01_01_01_live_happy.wav,happy
426,data/ravdess\Actor_23\03-02-05-02-01-02-23_angry.wav,angry
1301,data/ravdess\Actor_25\25_01_01_01_keg_happy.wav,happy
864,data/ravdess\Actor_03\03_01_01_01_dogs-sitting_happy.wav,happy
970,data/ravdess\Actor_08\08_01_02_02_kids-talking_happy.wav,happy
1029,data/ravdess\Actor_11\11_02_01_02_dogs-sitting_happy.wav,happy
615,data/ravdess\Actor_26\26_01_01_01_back_angry.wav,angry
985,data/ravdess\Actor_09\09_01_02_02_dogs-sitting_happy.wav,happy
1484,data/ravdess\Actor_26\26_01_01_01_judge_happy.wav,happy
1527,data/ravdess\Actor_26\26_01_01_01_nice_happy.wav,happy
1555,data/ravdess\Actor_26\26_01_01_01_rose_happy.wav,happy
194,data/ravdess\Actor_10\10_01_02_01_kids-talking_angry.wav,angry
474,data/ravdess\Actor_25\25_01_01_01_gun_angry.wav,angry
1418,data/ravdess\Actor_25\25_01_01_01_whip_happy.wav,happy
569,data/ravdess\Actor_25\25_01_01_01_should_angry.wav,angry
1156,data/ravdess\Actor_19\03-02-03-01-01-02-19_happy.wav,happy
49,data/ravdess\Actor_03\03-02-05-02-01-01-03_angry.wav,angry
879,data/ravdess\Actor_03\03_02_02_02_kids-talking_happy.wav,happy
1582,data/ravdess\Actor_26\26_01_01_01_team_happy.wav,happy
841,data/ravdess\Actor_02\02_02_01_01_kids-talking_happy.wav,happy
1267,data/ravdess\Actor_25\25_01_01_01_fat_happy.wav,happy
44,data/ravdess\Actor_02\03-02-05-02-02-02-02_angry.wav,angry
1332,data/ravdess\Actor_25\25_01_01_01_moon_happy.wav,happy
245,data/ravdess\Actor_12\12_02_01_01_dogs-sitting_angry.wav,angry
927,data/ravdess\Actor_06\03-02-03-01-02-02-06_happy.wav,happy
300,data/ravdess\Actor_15\03-02-05-02-02-02-15_angry.wav,angry
583,data/ravdess\Actor_25\25_01_01_01_tell_angry.wav,angry
654,data/ravdess\Actor_26\26_01_01_01_gas_angry.wav,angry
269,data/ravdess\Actor_13\13_02_01_01_dogs-sitting_angry.wav,angry
597,data/ravdess\Actor_25\25_01_01_01_void_angry.wav,angry
313,data/ravdess\Actor_16\03-02-05-02-01-01-16_angry.wav,angry
761,data/ravdess\Actor_26\26_01_01_01_sheep_angry.wav,angry
283,data/ravdess\Actor_14\03-02-05-02-02-01-14_angry.wav,angry
1125,data/ravdess\Actor_16\16_02_01_02_dogs-sitting_happy.wav,happy
540,data/ravdess\Actor_25\25_01_01_01_pearl_angry.wav,angry
406,data/ravdess\Actor_22\03-02-05-01-01-02-22_angry.wav,angry
338,data/ravdess\Actor_17\17_02_02_01_kids-talking_angry.wav,angry
466,data/ravdess\Actor_25\25_01_01_01_gas_angry.wav,angry
363,data/ravdess\Actor_19\19_01_02_02_dogs-sitting_angry.wav,angry
649,data/ravdess\Actor_26\26_01_01_01_fat_angry.wav,angry
320,data/ravdess\Actor_16\16_02_01_02_kids-talking_angry.wav,angry
1254,data/ravdess\Actor_24\24_01_01_02_kids-talking_happy.wav,happy
1239,data/ravdess\Actor_23\23_01_02_01_dogs-sitting_happy.wav,happy
70,data/ravdess\Actor_04\03-02-05-01-01-02-04_angry.wav,angry
500,data/ravdess\Actor_25\25_01_01_01_knock_angry.wav,angry
10,data/ravdess\Actor_01\01_02_01_02_kids-talking_angry.wav,angry
891,data/ravdess\Actor_04\04_01_01_02_kids-talking_happy.wav,happy
505,data/ravdess\Actor_25\25_01_01_01_lease_angry.wav,angry
874,data/ravdess\Actor_03\03_02_01_02_dogs-sitting_happy.wav,happy
1108,data/ravdess\Actor_15\15_02_01_01_kids-talking_happy.wav,happy
1422,data/ravdess\Actor_26\26_01_01_01_bar_happy.wav,happy
64,data/ravdess\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
1161,data/ravdess\Actor_19\03-02-03-02-02-01-19_happy.wav,happy
1533,data/ravdess\Actor_26\26_01_01_01_pass_happy.wav,happy
416,data/ravdess\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
1238,data/ravdess\Actor_23\23_01_01_02_kids-talking_happy.wav,happy
1049,data/ravdess\Actor_12\12_01_02_02_dogs-sitting_happy.wav,happy
205,data/ravdess\Actor_11\03-02-05-01-01-01-11_angry.wav,angry
328,data/ravdess\Actor_17\03-02-05-01-02-02-17_angry.wav,angry
486,data/ravdess\Actor_25\25_01_01_01_hush_angry.wav,angry
983,data/ravdess\Actor_09\09_01_02_01_dogs-sitting_happy.wav,happy
1367,data/ravdess\Actor_25\25_01_01_01_rose_happy.wav,happy
1500,data/ravdess\Actor_26\26_01_01_01_lid_happy.wav,happy
528,data/ravdess\Actor_25\25_01_01_01_mouse_angry.wav,angry
1548,data/ravdess\Actor_26\26_01_01_01_reach_happy.wav,happy
418,data/ravdess\Actor_22\22_01_02_01_kids-talking_angry.wav,angry
1371,data/ravdess\Actor_25\25_01_01_01_said_happy.wav,happy
1575,data/ravdess\Actor_26\26_01_01_01_south_happy.wav,happy
1292,data/ravdess\Actor_25\25_01_01_01_hush_happy.wav,happy
590,data/ravdess\Actor_25\25_01_01_01_tire_angry.wav,angry
648,data/ravdess\Actor_26\26_01_01_01_far_angry.wav,angry
1578,data/ravdess\Actor_26\26_01_01_01_sure_happy.wav,happy
472,data/ravdess\Actor_25\25_01_01_01_good_angry.wav,angry
1344,data/ravdess\Actor_25\25_01_01_01_pain_happy.wav,happy
131,data/ravdess\Actor_06\06_01_02_02_dogs-sitting_angry.wav,angry
15,data/ravdess\Actor_01\03-02-05-01-01-01-01_angry.wav,angry
439,data/ravdess\Actor_24\03-02-05-01-02-01-24_angry.wav,angry
1518,data/ravdess\Actor_26\26_01_01_01_mode_happy.wav,happy
476,data/ravdess\Actor_25\25_01_01_01_hall_angry.wav,angry
672,data/ravdess\Actor_26\26_01_01_01_home_angry.wav,angry
1039,data/ravdess\Actor_12\03-02-03-02-01-01-12_happy.wav,happy
1100,data/ravdess\Actor_15\03-02-03-01-01-02-15_happy.wav,happy
987,data/ravdess\Actor_09\09_02_01_01_dogs-sitting_happy.wav,happy
1355,data/ravdess\Actor_25\25_01_01_01_rag_happy.wav,happy
103,data/ravdess\Actor_05\05_01_01_02_dogs-sitting_angry.wav,angry
988,data/ravdess\Actor_09\09_02_01_01_kids-talking_happy.wav,happy
60,data/ravdess\Actor_03\03_01_02_02_kids-talking_angry.wav,angry
1303,data/ravdess\Actor_25\25_01_01_01_kill_happy.wav,happy
78,data/ravdess\Actor_04\04_01_01_01_kids-talking_angry.wav,angry
391,data/ravdess\Actor_21\03-02-05-01-02-01-21_angry.wav,angry
165,data/ravdess\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
1279,data/ravdess\Actor_25\25_01_01_01_goose_happy.wav,happy
912,data/ravdess\Actor_05\05_01_02_01_dogs-sitting_happy.wav,happy
1528,data/ravdess\Actor_26\26_01_01_01_note_happy.wav,happy
944,data/ravdess\Actor_06\06_02_02_01_kids-talking_happy.wav,happy
349,data/ravdess\Actor_19\03-02-05-01-01-01-19_angry.wav,angry
185,data/ravdess\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
1287,data/ravdess\Actor_25\25_01_01_01_hire_happy.wav,happy
371,data/ravdess\Actor_19\19_02_02_02_dogs-sitting_angry.wav,angry
117,data/ravdess\Actor_06\03-02-05-01-01-01-06_angry.wav,angry
1469,data/ravdess\Actor_26\26_01_01_01_half_happy.wav,happy
252,data/ravdess\Actor_12\12_02_02_02_kids-talking_angry.wav,angry
507,data/ravdess\Actor_25\25_01_01_01_life_angry.wav,angry
1603,data/ravdess\Actor_26\26_01_01_01_wheat_happy.wav,happy
311,data/ravdess\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
1581,data/ravdess\Actor_26\26_01_01_01_tape_happy.wav,happy
395,data/ravdess\Actor_21\03-02-05-02-02-01-21_angry.wav,angry
899,data/ravdess\Actor_04\04_02_01_02_kids-talking_happy.wav,happy
358,data/ravdess\Actor_19\19_01_01_01_kids-talking_angry.wav,angry
263,data/ravdess\Actor_13\13_01_01_02_dogs-sitting_angry.wav,angry
359,data/ravdess\Actor_19\19_01_01_02_dogs-sitting_angry.wav,angry
1477,data/ravdess\Actor_26\26_01_01_01_hole_happy.wav,happy
1135,data/ravdess\Actor_17\03-02-03-02-01-01-17_happy.wav,happy
1604,data/ravdess\Actor_26\26_01_01_01_when_happy.wav,happy
1366,data/ravdess\Actor_25\25_01_01_01_room_happy.wav,happy
1516,data/ravdess\Actor_26\26_01_01_01_mill_happy.wav,happy
634,data/ravdess\Actor_26\26_01_01_01_dab_angry.wav,angry
1542,data/ravdess\Actor_26\26_01_01_01_puff_happy.wav,happy
16,data/ravdess\Actor_01\03-02-05-01-01-02-01_angry.wav,angry
51,data/ravdess\Actor_03\03-02-05-02-02-01-03_angry.wav,angry
1248,data/ravdess\Actor_24\03-02-03-02-01-02-24_happy.wav,happy
493,data/ravdess\Actor_25\25_01_01_01_keen_angry.wav,angry
601,data/ravdess\Actor_25\25_01_01_01_wash_angry.wav,angry
981,data/ravdess\Actor_09\09_01_01_02_dogs-sitting_happy.wav,happy
351,data/ravdess\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
1102,data/ravdess\Actor_15\03-02-03-01-02-02-15_happy.wav,happy
1594,data/ravdess\Actor_26\26_01_01_01_turn_happy.wav,happy
1476,data/ravdess\Actor_26\26_01_01_01_hit_happy.wav,happy
1017,data/ravdess\Actor_11\03-02-03-02-02-01-11_happy.wav,happy
1415,data/ravdess\Actor_25\25_01_01_01_wheat_happy.wav,happy
97,data/ravdess\Actor_05\03-02-05-02-01-01-05_angry.wav,angry
1321,data/ravdess\Actor_25\25_01_01_01_love_happy.wav,happy
1413,data/ravdess\Actor_25\25_01_01_01_wash_happy.wav,happy
196,data/ravdess\Actor_10\10_01_02_02_kids-talking_angry.wav,angry
733,data/ravdess\Actor_26\26_01_01_01_pike_angry.wav,angry
183,data/ravdess\Actor_09\09_02_01_02_dogs-sitting_angry.wav,angry
1423,data/ravdess\Actor_26\26_01_01_01_base_happy.wav,happy
1569,data/ravdess\Actor_26\26_01_01_01_should_happy.wav,happy
613,data/ravdess\Actor_25\25_01_01_01_young_angry.wav,angry
1213,data/ravdess\Actor_22\03-02-03-01-02-01-22_happy.wav,happy
1507,data/ravdess\Actor_26\26_01_01_01_lose_happy.wav,happy
682,data/ravdess\Actor_26\26_01_01_01_keep_angry.wav,angry
533,data/ravdess\Actor_25\25_01_01_01_nice_angry.wav,angry
610,data/ravdess\Actor_25\25_01_01_01_witch_angry.wav,angry
687,data/ravdess\Actor_26\26_01_01_01_kite_angry.wav,angry
1021,data/ravdess\Actor_11\11_01_01_02_dogs-sitting_happy.wav,happy
81,data/ravdess\Actor_04\04_01_02_01_dogs-sitting_angry.wav,angry
880,data/ravdess\Actor_04\03-02-03-01-01-01-04_happy.wav,happy
397,data/ravdess\Actor_21\21_01_01_01_dogs-sitting_angry.wav,angry
267,data/ravdess\Actor_13\13_01_02_02_dogs-sitting_angry.wav,angry
589,data/ravdess\Actor_25\25_01_01_01_tip_angry.wav,angry
386,data/ravdess\Actor_20\20_01_02_01_kids-talking_angry.wav,angry
1109,data/ravdess\Actor_15\15_02_01_02_dogs-sitting_happy.wav,happy
1406,data/ravdess\Actor_25\25_01_01_01_turn_happy.wav,happy
132,data/ravdess\Actor_06\06_01_02_02_kids-talking_angry.wav,angry
265,data/ravdess\Actor_13\13_01_02_01_dogs-sitting_angry.wav,angry
938,data/ravdess\Actor_06\06_01_02_02_kids-talking_happy.wav,happy
1340,data/ravdess\Actor_25\25_01_01_01_note_happy.wav,happy
974,data/ravdess\Actor_08\08_02_01_02_kids-talking_happy.wav,happy
88,data/ravdess\Actor_04\04_02_01_02_kids-talking_angry.wav,angry
1026,data/ravdess\Actor_11\11_01_02_02_kids-talking_happy.wav,happy
1073,data/ravdess\Actor_13\13_01_02_02_dogs-sitting_happy.wav,happy
1410,data/ravdess\Actor_25\25_01_01_01_vote_happy.wav,happy
676,data/ravdess\Actor_26\26_01_01_01_jar_angry.wav,angry
900,data/ravdess\Actor_04\04_02_02_01_dogs-sitting_happy.wav,happy
629,data/ravdess\Actor_26\26_01_01_01_check_angry.wav,angry
1259,data/ravdess\Actor_24\24_02_01_01_dogs-sitting_happy.wav,happy
1306,data/ravdess\Actor_25\25_01_01_01_knock_happy.wav,happy
294,data/ravdess\Actor_15\03-02-05-01-01-02-15_angry.wav,angry
261,data/ravdess\Actor_13\13_01_01_01_dogs-sitting_angry.wav,angry
948,data/ravdess\Actor_07\07_01_01_01_kids-talking_happy.wav,happy
1128,data/ravdess\Actor_16\16_02_02_01_kids-talking_happy.wav,happy
1338,data/ravdess\Actor_25\25_01_01_01_neat_happy.wav,happy
1566,data/ravdess\Actor_26\26_01_01_01_shawl_happy.wav,happy
405,data/ravdess\Actor_22\03-02-05-01-01-01-22_angry.wav,angry
1606,data/ravdess\Actor_26\26_01_01_01_whip_happy.wav,happy
356,data/ravdess\Actor_19\03-02-05-02-02-02-19_angry.wav,angry
608,data/ravdess\Actor_25\25_01_01_01_wife_angry.wav,angry
1088,data/ravdess\Actor_14\03-02-03-02-01-02-14_happy.wav,happy
239,data/ravdess\Actor_12\12_01_01_02_dogs-sitting_angry.wav,angry
1530,data/ravdess\Actor_26\26_01_01_01_pad_happy.wav,happy
853,data/ravdess\Actor_02\03-02-03-02-01-02-02_happy.wav,happy
1411,data/ravdess\Actor_25\25_01_01_01_wag_happy.wav,happy
119,data/ravdess\Actor_06\03-02-05-01-02-01-06_angry.wav,angry
829,data/ravdess\Actor_01\03-02-03-02-01-02-01_happy.wav,happy
961,data/ravdess\Actor_07\07_02_02_02_dogs-sitting_happy.wav,happy
751,data/ravdess\Actor_26\26_01_01_01_rough_angry.wav,angry
374,data/ravdess\Actor_20\03-02-05-01-01-02-20_angry.wav,angry
453,data/ravdess\Actor_24\24_02_01_01_dogs-sitting_angry.wav,angry
110,data/ravdess\Actor_05\05_02_01_01_kids-talking_angry.wav,angry
1326,data/ravdess\Actor_25\25_01_01_01_mess_happy.wav,happy
1380,data/ravdess\Actor_25\25_01_01_01_shirt_happy.wav,happy
817,data/ravdess\Actor_01\01_02_01_01_kids-talking_happy.wav,happy
1277,data/ravdess\Actor_25\25_01_01_01_goal_happy.wav,happy
503,data/ravdess\Actor_25\25_01_01_01_lean_angry.wav,angry
776,data/ravdess\Actor_26\26_01_01_01_team_angry.wav,angry
1188,data/ravdess\Actor_20\20_01_01_01_kids-talking_happy.wav,happy
916,data/ravdess\Actor_05\05_02_01_01_dogs-sitting_happy.wav,happy
729,data/ravdess\Actor_26\26_01_01_01_peg_angry.wav,angry
410,data/ravdess\Actor_22\03-02-05-02-01-02-22_angry.wav,angry
1062,data/ravdess\Actor_13\03-02-03-01-02-02-13_happy.wav,happy
367,data/ravdess\Actor_19\19_02_01_02_dogs-sitting_angry.wav,angry
1597,data/ravdess\Actor_26\26_01_01_01_void_happy.wav,happy
384,data/ravdess\Actor_20\20_01_01_02_kids-talking_angry.wav,angry
200,data/ravdess\Actor_10\10_02_01_02_kids-talking_angry.wav,angry
65,data/ravdess\Actor_03\03_02_02_01_dogs-sitting_angry.wav,angry
1348,data/ravdess\Actor_25\25_01_01_01_perch_happy.wav,happy
933,data/ravdess\Actor_06\06_01_01_01_kids-talking_happy.wav,happy
1403,data/ravdess\Actor_25\25_01_01_01_ton_happy.wav,happy
272,data/ravdess\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
1408,data/ravdess\Actor_25\25_01_01_01_voice_happy.wav,happy
1121,data/ravdess\Actor_16\03-02-03-02-02-01-16_happy.wav,happy
677,data/ravdess\Actor_26\26_01_01_01_join_angry.wav,angry
