,path,emotion
2,D:\repos\CCSER\SER\data\emodb\wav\14a05Fb.wav,happy
81,D:\repos\CCSER\SER\data\emodb\wav\16b03Fd.wav,happy
7,D:\repos\CCSER\SER\data\emodb\wav\15a01Fb.wav,happy
8,D:\repos\CCSER\SER\data\emodb\wav\08a05Fe.wav,happy
9,D:\repos\CCSER\SER\data\emodb\wav\12b02Fb.wav,happy
1,D:\repos\CCSER\SER\data\emodb\wav\03b01Fa.wav,happy
163,D:\repos\CCSER\SER\data\emodb\wav\11a05Fb.wav,happy
162,D:\repos\CCSER\SER\data\emodb\wav\15a07Fa.wav,happy
80,D:\repos\CCSER\SER\data\emodb\wav\12a01Fb.wav,happy
13,D:\repos\CCSER\SER\data\emodb\wav\16b09Fb.wav,happy
76,D:\repos\CCSER\SER\data\emodb\wav\08b02Ff.wav,happy
155,D:\repos\CCSER\SER\data\emodb\wav\15b09Fa.wav,happy
4,D:\repos\CCSER\SER\data\emodb\wav\14b01Fa.wav,happy
153,D:\repos\CCSER\SER\data\emodb\wav\03a05Fc.wav,happy
150,D:\repos\CCSER\SER\data\emodb\wav\11b03Fc.wav,happy
19,D:\repos\CCSER\SER\data\emodb\wav\08a02Fe.wav,happy
20,D:\repos\CCSER\SER\data\emodb\wav\14a07Fd.wav,happy
149,D:\repos\CCSER\SER\data\emodb\wav\16b10Fb.wav,happy
148,D:\repos\CCSER\SER\data\emodb\wav\13b03Fd.wav,happy
145,D:\repos\CCSER\SER\data\emodb\wav\03a02Fc.wav,happy
24,D:\repos\CCSER\SER\data\emodb\wav\10a02Fa.wav,happy
144,D:\repos\CCSER\SER\data\emodb\wav\16b03Fa.wav,happy
78,D:\repos\CCSER\SER\data\emodb\wav\16a05Fc.wav,happy
27,D:\repos\CCSER\SER\data\emodb\wav\03a07Fa.wav,happy
28,D:\repos\CCSER\SER\data\emodb\wav\13b10Fa.wav,happy
142,D:\repos\CCSER\SER\data\emodb\wav\11b02Fd.wav,happy
90,D:\repos\CCSER\SER\data\emodb\wav\13a01Fd.wav,happy
88,D:\repos\CCSER\SER\data\emodb\wav\16a01Fc.wav,happy
91,D:\repos\CCSER\SER\data\emodb\wav\14b02Na.wav,neutral
96,D:\repos\CCSER\SER\data\emodb\wav\03b10Na.wav,neutral
89,D:\repos\CCSER\SER\data\emodb\wav\15b01Na.wav,neutral
0,D:\repos\CCSER\SER\data\emodb\wav\14b10Nb.wav,neutral
124,D:\repos\CCSER\SER\data\emodb\wav\08a05Nb.wav,neutral
104,D:\repos\CCSER\SER\data\emodb\wav\03b03Nb.wav,neutral
166,D:\repos\CCSER\SER\data\emodb\wav\10a04Nb.wav,neutral
165,D:\repos\CCSER\SER\data\emodb\wav\16a02Nb.wav,neutral
164,D:\repos\CCSER\SER\data\emodb\wav\15b10Nc.wav,neutral
159,D:\repos\CCSER\SER\data\emodb\wav\12a05Nd.wav,neutral
151,D:\repos\CCSER\SER\data\emodb\wav\15b03Nb.wav,neutral
143,D:\repos\CCSER\SER\data\emodb\wav\09a05Nb.wav,neutral
140,D:\repos\CCSER\SER\data\emodb\wav\03a07Nc.wav,neutral
102,D:\repos\CCSER\SER\data\emodb\wav\15a01Nb.wav,neutral
139,D:\repos\CCSER\SER\data\emodb\wav\13b10Nc.wav,neutral
129,D:\repos\CCSER\SER\data\emodb\wav\12a01Nb.wav,neutral
122,D:\repos\CCSER\SER\data\emodb\wav\10a02Na.wav,neutral
113,D:\repos\CCSER\SER\data\emodb\wav\08b09Nb.wav,neutral
109,D:\repos\CCSER\SER\data\emodb\wav\11b03Nb.wav,neutral
107,D:\repos\CCSER\SER\data\emodb\wav\08a04Nc.wav,neutral
106,D:\repos\CCSER\SER\data\emodb\wav\09a01Nb.wav,neutral
105,D:\repos\CCSER\SER\data\emodb\wav\03a04Nc.wav,neutral
138,D:\repos\CCSER\SER\data\emodb\wav\11a01Nd.wav,neutral
87,D:\repos\CCSER\SER\data\emodb\wav\12b02Na.wav,neutral
84,D:\repos\CCSER\SER\data\emodb\wav\09b10Nd.wav,neutral
168,D:\repos\CCSER\SER\data\emodb\wav\11b02Na.wav,neutral
57,D:\repos\CCSER\SER\data\emodb\wav\11a02Nc.wav,neutral
56,D:\repos\CCSER\SER\data\emodb\wav\08b02Nb.wav,neutral
33,D:\repos\CCSER\SER\data\emodb\wav\03a05Nd.wav,neutral
16,D:\repos\CCSER\SER\data\emodb\wav\10a01Nb.wav,neutral
49,D:\repos\CCSER\SER\data\emodb\wav\14a07Na.wav,neutral
17,D:\repos\CCSER\SER\data\emodb\wav\13b03Na.wav,neutral
45,D:\repos\CCSER\SER\data\emodb\wav\15a02Na.wav,neutral
58,D:\repos\CCSER\SER\data\emodb\wav\08a07Na.wav,neutral
44,D:\repos\CCSER\SER\data\emodb\wav\03b10Nc.wav,neutral
42,D:\repos\CCSER\SER\data\emodb\wav\13a02Nc.wav,neutral
86,D:\repos\CCSER\SER\data\emodb\wav\13a07Na.wav,neutral
36,D:\repos\CCSER\SER\data\emodb\wav\14a05Na.wav,neutral
23,D:\repos\CCSER\SER\data\emodb\wav\16a01Nc.wav,neutral
26,D:\repos\CCSER\SER\data\emodb\wav\03a01Nc.wav,neutral
30,D:\repos\CCSER\SER\data\emodb\wav\15b02Nd.wav,neutral
34,D:\repos\CCSER\SER\data\emodb\wav\14b01Na.wav,neutral
43,D:\repos\CCSER\SER\data\emodb\wav\09b03Nb.wav,neutral
60,D:\repos\CCSER\SER\data\emodb\wav\11b10Nc.wav,neutral
32,D:\repos\CCSER\SER\data\emodb\wav\11a05Na.wav,neutral
12,D:\repos\CCSER\SER\data\emodb\wav\14a02Nc.wav,neutral
3,D:\repos\CCSER\SER\data\emodb\wav\03b02Na.wav,neutral
82,D:\repos\CCSER\SER\data\emodb\wav\03a02Nc.wav,neutral
79,D:\repos\CCSER\SER\data\emodb\wav\08a01Na.wav,neutral
77,D:\repos\CCSER\SER\data\emodb\wav\16a04Nc.wav,neutral
75,D:\repos\CCSER\SER\data\emodb\wav\14a01Na.wav,neutral
73,D:\repos\CCSER\SER\data\emodb\wav\15a04Nc.wav,neutral
71,D:\repos\CCSER\SER\data\emodb\wav\13b09Na.wav,neutral
69,D:\repos\CCSER\SER\data\emodb\wav\11b01Nc.wav,neutral
10,D:\repos\CCSER\SER\data\emodb\wav\08b03Nb.wav,neutral
72,D:\repos\CCSER\SER\data\emodb\wav\11b09Na.wav,neutral
68,D:\repos\CCSER\SER\data\emodb\wav\12a02Nb.wav,neutral
11,D:\repos\CCSER\SER\data\emodb\wav\15a05Na.wav,neutral
67,D:\repos\CCSER\SER\data\emodb\wav\15a07Nc.wav,neutral
160,D:\repos\CCSER\SER\data\emodb\wav\11a07Ta.wav,sad
161,D:\repos\CCSER\SER\data\emodb\wav\09a07Ta.wav,sad
141,D:\repos\CCSER\SER\data\emodb\wav\16b01Tb.wav,sad
29,D:\repos\CCSER\SER\data\emodb\wav\08a04Tb.wav,sad
157,D:\repos\CCSER\SER\data\emodb\wav\11b03Td.wav,sad
25,D:\repos\CCSER\SER\data\emodb\wav\16b03Ta.wav,sad
152,D:\repos\CCSER\SER\data\emodb\wav\14a04Tc.wav,sad
146,D:\repos\CCSER\SER\data\emodb\wav\14a05Tc.wav,sad
147,D:\repos\CCSER\SER\data\emodb\wav\03a05Tc.wav,sad
22,D:\repos\CCSER\SER\data\emodb\wav\03b01Td.wav,sad
6,D:\repos\CCSER\SER\data\emodb\wav\14a05Ta.wav,sad
15,D:\repos\CCSER\SER\data\emodb\wav\15b02Tc.wav,sad
158,D:\repos\CCSER\SER\data\emodb\wav\16a01Tb.wav,sad
154,D:\repos\CCSER\SER\data\emodb\wav\09b02Tb.wav,sad
21,D:\repos\CCSER\SER\data\emodb\wav\15a02Ta.wav,sad
18,D:\repos\CCSER\SER\data\emodb\wav\11b02Td.wav,sad
5,D:\repos\CCSER\SER\data\emodb\wav\08a02Tb.wav,sad
14,D:\repos\CCSER\SER\data\emodb\wav\14b09Td.wav,sad
85,D:\repos\CCSER\SER\data\emodb\wav\16a04Tc.wav,sad
135,D:\repos\CCSER\SER\data\emodb\wav\08b09Tb.wav,sad
83,D:\repos\CCSER\SER\data\emodb\wav\08b10Tc.wav,sad
93,D:\repos\CCSER\SER\data\emodb\wav\14b03Ta.wav,sad
94,D:\repos\CCSER\SER\data\emodb\wav\14a04Tb.wav,sad
99,D:\repos\CCSER\SER\data\emodb\wav\09b03Ta.wav,sad
66,D:\repos\CCSER\SER\data\emodb\wav\03a04Ta.wav,sad
65,D:\repos\CCSER\SER\data\emodb\wav\16a07Td.wav,sad
63,D:\repos\CCSER\SER\data\emodb\wav\08a05Ta.wav,sad
62,D:\repos\CCSER\SER\data\emodb\wav\15b09Ta.wav,sad
61,D:\repos\CCSER\SER\data\emodb\wav\03b09Tc.wav,sad
110,D:\repos\CCSER\SER\data\emodb\wav\12b09Td.wav,sad
112,D:\repos\CCSER\SER\data\emodb\wav\14b02Tc.wav,sad
54,D:\repos\CCSER\SER\data\emodb\wav\11a02Tc.wav,sad
31,D:\repos\CCSER\SER\data\emodb\wav\03b02Tb.wav,sad
114,D:\repos\CCSER\SER\data\emodb\wav\13a04Ta.wav,sad
50,D:\repos\CCSER\SER\data\emodb\wav\14b10Tc.wav,sad
118,D:\repos\CCSER\SER\data\emodb\wav\11a05Td.wav,sad
47,D:\repos\CCSER\SER\data\emodb\wav\11b09Td.wav,sad
120,D:\repos\CCSER\SER\data\emodb\wav\03a02Ta.wav,sad
39,D:\repos\CCSER\SER\data\emodb\wav\10a07Ta.wav,sad
126,D:\repos\CCSER\SER\data\emodb\wav\16a05Tb.wav,sad
128,D:\repos\CCSER\SER\data\emodb\wav\14a02Tb.wav,sad
130,D:\repos\CCSER\SER\data\emodb\wav\12a05Ta.wav,sad
131,D:\repos\CCSER\SER\data\emodb\wav\16b10Td.wav,sad
132,D:\repos\CCSER\SER\data\emodb\wav\13a07Tc.wav,sad
133,D:\repos\CCSER\SER\data\emodb\wav\15b03Tc.wav,sad
134,D:\repos\CCSER\SER\data\emodb\wav\03b03Tc.wav,sad
115,D:\repos\CCSER\SER\data\emodb\wav\13b03Td.wav,sad
127,D:\repos\CCSER\SER\data\emodb\wav\16b10Tb.wav,sad
