,path,emotion
124,D:\repos\CCSER\SER\data\emodb\wav\11b01Wd.wav,angry
125,D:\repos\CCSER\SER\data\emodb\wav\11b02Fd.wav,happy
126,D:\repos\CCSER\SER\data\emodb\wav\11b02Na.wav,neutral
127,D:\repos\CCSER\SER\data\emodb\wav\11b02Wb.wav,angry
128,D:\repos\CCSER\SER\data\emodb\wav\11b03Fc.wav,happy
129,D:\repos\CCSER\SER\data\emodb\wav\11b03Nb.wav,neutral
130,D:\repos\CCSER\SER\data\emodb\wav\11b03Wa.wav,angry
131,D:\repos\CCSER\SER\data\emodb\wav\11b03Wb.wav,angry
132,D:\repos\CCSER\SER\data\emodb\wav\11b09Fd.wav,happy
133,D:\repos\CCSER\SER\data\emodb\wav\11b09Na.wav,neutral
134,D:\repos\CCSER\SER\data\emodb\wav\11b09Wa.wav,angry
135,D:\repos\CCSER\SER\data\emodb\wav\11b10Nc.wav,neutral
136,D:\repos\CCSER\SER\data\emodb\wav\11b10Wa.wav,angry
137,D:\repos\CCSER\SER\data\emodb\wav\12a01Fb.wav,happy
138,D:\repos\CCSER\SER\data\emodb\wav\12a01Nb.wav,neutral
139,D:\repos\CCSER\SER\data\emodb\wav\12a01Wc.wav,angry
140,D:\repos\CCSER\SER\data\emodb\wav\12a02Nb.wav,neutral
141,D:\repos\CCSER\SER\data\emodb\wav\12a02Wa.wav,angry
142,D:\repos\CCSER\SER\data\emodb\wav\12a02Wc.wav,angry
143,D:\repos\CCSER\SER\data\emodb\wav\12a04Wc.wav,angry
144,D:\repos\CCSER\SER\data\emodb\wav\12a05Nd.wav,neutral
145,D:\repos\CCSER\SER\data\emodb\wav\12a05Wb.wav,angry
146,D:\repos\CCSER\SER\data\emodb\wav\12a07Wa.wav,angry
147,D:\repos\CCSER\SER\data\emodb\wav\12b01Wa.wav,angry
148,D:\repos\CCSER\SER\data\emodb\wav\12b02Fb.wav,happy
149,D:\repos\CCSER\SER\data\emodb\wav\12b02Na.wav,neutral
150,D:\repos\CCSER\SER\data\emodb\wav\12b02Wa.wav,angry
151,D:\repos\CCSER\SER\data\emodb\wav\12b02Wb.wav,angry
152,D:\repos\CCSER\SER\data\emodb\wav\12b02Wd.wav,angry
153,D:\repos\CCSER\SER\data\emodb\wav\12b09Wc.wav,angry
154,D:\repos\CCSER\SER\data\emodb\wav\12b10Wa.wav,angry
155,D:\repos\CCSER\SER\data\emodb\wav\13a01Fd.wav,happy
156,D:\repos\CCSER\SER\data\emodb\wav\13a01Nb.wav,neutral
157,D:\repos\CCSER\SER\data\emodb\wav\13a01Wb.wav,angry
158,D:\repos\CCSER\SER\data\emodb\wav\13a02Fa.wav,happy
159,D:\repos\CCSER\SER\data\emodb\wav\13a02Nc.wav,neutral
160,D:\repos\CCSER\SER\data\emodb\wav\13a02Wa.wav,angry
161,D:\repos\CCSER\SER\data\emodb\wav\13a04Fc.wav,happy
162,D:\repos\CCSER\SER\data\emodb\wav\13a04Wc.wav,angry
163,D:\repos\CCSER\SER\data\emodb\wav\13a05Nb.wav,neutral
164,D:\repos\CCSER\SER\data\emodb\wav\13a05Wa.wav,angry
165,D:\repos\CCSER\SER\data\emodb\wav\13a05Wc.wav,angry
166,D:\repos\CCSER\SER\data\emodb\wav\13a07Fd.wav,happy
167,D:\repos\CCSER\SER\data\emodb\wav\13a07Na.wav,neutral
168,D:\repos\CCSER\SER\data\emodb\wav\13a07Wb.wav,angry
169,D:\repos\CCSER\SER\data\emodb\wav\13b01Fc.wav,happy
170,D:\repos\CCSER\SER\data\emodb\wav\13b01Nc.wav,neutral
171,D:\repos\CCSER\SER\data\emodb\wav\13b01Wa.wav,angry
172,D:\repos\CCSER\SER\data\emodb\wav\13b02Fb.wav,happy
173,D:\repos\CCSER\SER\data\emodb\wav\13b02Nb.wav,neutral
174,D:\repos\CCSER\SER\data\emodb\wav\13b02Wa.wav,angry
175,D:\repos\CCSER\SER\data\emodb\wav\13b03Fd.wav,happy
176,D:\repos\CCSER\SER\data\emodb\wav\13b03Na.wav,neutral
177,D:\repos\CCSER\SER\data\emodb\wav\13b03Wc.wav,angry
178,D:\repos\CCSER\SER\data\emodb\wav\13b09Fb.wav,happy
179,D:\repos\CCSER\SER\data\emodb\wav\13b09Fc.wav,happy
180,D:\repos\CCSER\SER\data\emodb\wav\13b09Na.wav,neutral
181,D:\repos\CCSER\SER\data\emodb\wav\13b09Wa.wav,angry
182,D:\repos\CCSER\SER\data\emodb\wav\13b10Fa.wav,happy
183,D:\repos\CCSER\SER\data\emodb\wav\13b10Nc.wav,neutral
184,D:\repos\CCSER\SER\data\emodb\wav\13b10Wa.wav,angry
185,D:\repos\CCSER\SER\data\emodb\wav\13b10Wc.wav,angry
186,D:\repos\CCSER\SER\data\emodb\wav\14a01Na.wav,neutral
187,D:\repos\CCSER\SER\data\emodb\wav\14a01Wa.wav,angry
188,D:\repos\CCSER\SER\data\emodb\wav\14a01Wc.wav,angry
189,D:\repos\CCSER\SER\data\emodb\wav\14a02Fd.wav,happy
190,D:\repos\CCSER\SER\data\emodb\wav\14a02Nc.wav,neutral
191,D:\repos\CCSER\SER\data\emodb\wav\14a02Wa.wav,angry
192,D:\repos\CCSER\SER\data\emodb\wav\14a02Wc.wav,angry
193,D:\repos\CCSER\SER\data\emodb\wav\14a04Wb.wav,angry
194,D:\repos\CCSER\SER\data\emodb\wav\14a04Wc.wav,angry
195,D:\repos\CCSER\SER\data\emodb\wav\14a05Fa.wav,happy
196,D:\repos\CCSER\SER\data\emodb\wav\14a05Fb.wav,happy
197,D:\repos\CCSER\SER\data\emodb\wav\14a05Na.wav,neutral
198,D:\repos\CCSER\SER\data\emodb\wav\14a05Wa.wav,angry
199,D:\repos\CCSER\SER\data\emodb\wav\14a05Wb.wav,angry
200,D:\repos\CCSER\SER\data\emodb\wav\14a07Fd.wav,happy
201,D:\repos\CCSER\SER\data\emodb\wav\14a07Na.wav,neutral
202,D:\repos\CCSER\SER\data\emodb\wav\14a07Wc.wav,angry
203,D:\repos\CCSER\SER\data\emodb\wav\14b01Fa.wav,happy
204,D:\repos\CCSER\SER\data\emodb\wav\14b01Fc.wav,happy
205,D:\repos\CCSER\SER\data\emodb\wav\14b01Na.wav,neutral
206,D:\repos\CCSER\SER\data\emodb\wav\14b01Wc.wav,angry
207,D:\repos\CCSER\SER\data\emodb\wav\14b02Fb.wav,happy
208,D:\repos\CCSER\SER\data\emodb\wav\14b02Na.wav,neutral
209,D:\repos\CCSER\SER\data\emodb\wav\14b02Wb.wav,angry
210,D:\repos\CCSER\SER\data\emodb\wav\14b02Wd.wav,angry
211,D:\repos\CCSER\SER\data\emodb\wav\14b03Wb.wav,angry
212,D:\repos\CCSER\SER\data\emodb\wav\14b09Fc.wav,happy
213,D:\repos\CCSER\SER\data\emodb\wav\14b09Wa.wav,angry
214,D:\repos\CCSER\SER\data\emodb\wav\14b09Wc.wav,angry
215,D:\repos\CCSER\SER\data\emodb\wav\14b10Nb.wav,neutral
216,D:\repos\CCSER\SER\data\emodb\wav\14b10Wc.wav,angry
217,D:\repos\CCSER\SER\data\emodb\wav\15a01Fb.wav,happy
218,D:\repos\CCSER\SER\data\emodb\wav\15a01Nb.wav,neutral
219,D:\repos\CCSER\SER\data\emodb\wav\15a01Wa.wav,angry
220,D:\repos\CCSER\SER\data\emodb\wav\15a02Na.wav,neutral
