,path,emotion
977,data/ravdess\Actor_17\03-02-01-01-01-01-17_neutral.wav,neutral
1721,data/ravdess\Actor_17\03-02-03-01-01-01-17_happy.wav,happy
82,data/ravdess\Actor_04\04_01_01_02_dogs-sitting_sad.wav,sad
1437,data/ravdess\Actor_02\02_02_02_02_kids-talking_happy.wav,happy
1440,data/ravdess\Actor_02\03-02-03-01-02-01-02_happy.wav,happy
1652,data/ravdess\Actor_13\03-02-03-01-02-02-13_happy.wav,happy
2057,data/ravdess\Actor_26\26_01_01_01_goose_happy.wav,happy
326,data/ravdess\Actor_16\16_02_02_02_dogs-sitting_sad.wav,sad
1123,data/ravdess\Actor_25\25_01_01_01_pass_neutral.wav,neutral
2178,data/ravdess\Actor_26\26_01_01_01_time_happy.wav,happy
2183,data/ravdess\Actor_26\26_01_01_01_tough_happy.wav,happy
1608,data/ravdess\Actor_11\03-02-03-02-02-02-11_happy.wav,happy
1944,data/ravdess\Actor_25\25_01_01_01_puff_happy.wav,happy
1691,data/ravdess\Actor_15\03-02-03-01-02-01-15_happy.wav,happy
1376,data/ravdess\Actor_26\26_01_01_01_tool_neutral.wav,neutral
1110,data/ravdess\Actor_25\25_01_01_01_moon_neutral.wav,neutral
122,data/ravdess\Actor_06\03-02-04-01-02-01-06_sad.wav,sad
841,data/ravdess\Actor_03\03_01_01_01_dogs-sitting_neutral.wav,neutral
214,data/ravdess\Actor_11\03-02-04-02-02-01-11_sad.wav,sad
916,data/ravdess\Actor_10\10_02_01_02_kids-talking_neutral.wav,neutral
1419,data/ravdess\Actor_01\03-02-03-02-01-02-01_happy.wav,happy
1525,data/ravdess\Actor_06\06_01_02_01_dogs-sitting_happy.wav,happy
988,data/ravdess\Actor_18\18_01_01_02_kids-talking_neutral.wav,neutral
684,data/ravdess\Actor_26\26_01_01_01_hush_sad.wav,sad
785,data/ravdess\Actor_26\26_01_01_01_tape_sad.wav,sad
1979,data/ravdess\Actor_25\25_01_01_01_such_happy.wav,happy
298,data/ravdess\Actor_15\03-02-04-01-02-01-15_sad.wav,sad
52,data/ravdess\Actor_03\03-02-04-02-01-01-03_sad.wav,sad
1236,data/ravdess\Actor_26\26_01_01_01_dip_neutral.wav,neutral
930,data/ravdess\Actor_12\03-02-01-01-01-02-12_neutral.wav,neutral
360,data/ravdess\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
1861,data/ravdess\Actor_25\25_01_01_01_gap_happy.wav,happy
1929,data/ravdess\Actor_25\25_01_01_01_nice_happy.wav,happy
829,data/ravdess\Actor_02\02_02_01_01_dogs-sitting_neutral.wav,neutral
159,data/ravdess\Actor_07\07_02_02_02_kids-talking_sad.wav,sad
2082,data/ravdess\Actor_26\26_01_01_01_king_happy.wav,happy
318,data/ravdess\Actor_16\03-02-04-02-02-01-16_sad.wav,sad
997,data/ravdess\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,neutral
1632,data/ravdess\Actor_12\03-02-03-02-02-02-12_happy.wav,happy
558,data/ravdess\Actor_25\25_01_01_01_room_sad.wav,sad
190,data/ravdess\Actor_09\09_02_02_02_dogs-sitting_sad.wav,sad
811,data/ravdess\Actor_26\26_01_01_01_young_sad.wav,sad
1946,data/ravdess\Actor_25\25_01_01_01_raid_happy.wav,happy
1695,data/ravdess\Actor_15\03-02-03-02-02-01-15_happy.wav,happy
351,data/ravdess\Actor_18\18_01_02_02_kids-talking_sad.wav,sad
1650,data/ravdess\Actor_13\03-02-03-01-01-02-13_happy.wav,happy
2001,data/ravdess\Actor_25\25_01_01_01_wag_happy.wav,happy
2201,data/ravdess\Actor_26\26_01_01_01_yearn_happy.wav,happy
2053,data/ravdess\Actor_26\26_01_01_01_get_happy.wav,happy
1789,data/ravdess\Actor_21\03-02-03-02-01-01-21_happy.wav,happy
992,data/ravdess\Actor_19\03-02-01-01-02-02-19_neutral.wav,neutral
1633,data/ravdess\Actor_12\12_01_01_01_dogs-sitting_happy.wav,happy
1832,data/ravdess\Actor_23\23_01_02_02_kids-talking_happy.wav,happy
712,data/ravdess\Actor_26\26_01_01_01_lot_sad.wav,sad
479,data/ravdess\Actor_25\25_01_01_01_half_sad.wav,sad
995,data/ravdess\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,neutral
825,data/ravdess\Actor_02\02_01_01_01_dogs-sitting_neutral.wav,neutral
2065,data/ravdess\Actor_26\26_01_01_01_hire_happy.wav,happy
1051,data/ravdess\Actor_25\25_01_01_01_gaze_neutral.wav,neutral
271,data/ravdess\Actor_13\13_01_02_02_kids-talking_sad.wav,sad
516,data/ravdess\Actor_25\25_01_01_01_lore_sad.wav,sad
1256,data/ravdess\Actor_26\26_01_01_01_good_neutral.wav,neutral
1631,data/ravdess\Actor_12\03-02-03-02-02-01-12_happy.wav,happy
1835,data/ravdess\Actor_24\03-02-03-01-02-01-24_happy.wav,happy
986,data/ravdess\Actor_18\18_01_01_01_kids-talking_neutral.wav,neutral
1052,data/ravdess\Actor_25\25_01_01_01_germ_neutral.wav,neutral
40,data/ravdess\Actor_02\03-02-04-01-01-01-02_sad.wav,sad
1622,data/ravdess\Actor_11\11_02_02_01_kids-talking_happy.wav,happy
4,data/ravdess\Actor_01\01_01_02_01_dogs-sitting_sad.wav,sad
204,data/ravdess\Actor_10\10_02_02_01_dogs-sitting_sad.wav,sad
408,data/ravdess\Actor_22\03-02-04-01-01-01-22_sad.wav,sad
434,data/ravdess\Actor_23\23_01_01_02_dogs-sitting_sad.wav,sad
1063,data/ravdess\Actor_25\25_01_01_01_have_neutral.wav,neutral
219,data/ravdess\Actor_11\11_01_01_02_kids-talking_sad.wav,sad
731,data/ravdess\Actor_26\26_01_01_01_nice_sad.wav,sad
898,data/ravdess\Actor_08\08_02_01_01_kids-talking_neutral.wav,neutral
272,data/ravdess\Actor_13\13_02_01_01_dogs-sitting_sad.wav,sad
1261,data/ravdess\Actor_26\26_01_01_01_hash_neutral.wav,neutral
2115,data/ravdess\Actor_26\26_01_01_01_near_happy.wav,happy
953,data/ravdess\Actor_14\03-02-01-01-01-01-14_neutral.wav,neutral
1280,data/ravdess\Actor_26\26_01_01_01_laud_neutral.wav,neutral
1949,data/ravdess\Actor_25\25_01_01_01_rat_happy.wav,happy
268,data/ravdess\Actor_13\13_01_02_01_dogs-sitting_sad.wav,sad
728,data/ravdess\Actor_26\26_01_01_01_name_sad.wav,sad
481,data/ravdess\Actor_25\25_01_01_01_hash_sad.wav,sad
543,data/ravdess\Actor_25\25_01_01_01_pike_sad.wav,sad
1506,data/ravdess\Actor_05\05_02_01_01_dogs-sitting_happy.wav,happy
794,data/ravdess\Actor_26\26_01_01_01_voice_sad.wav,sad
1021,data/ravdess\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,neutral
2197,data/ravdess\Actor_26\26_01_01_01_white_happy.wav,happy
2088,data/ravdess\Actor_26\26_01_01_01_learn_happy.wav,happy
1432,data/ravdess\Actor_02\02_02_01_02_dogs-sitting_happy.wav,happy
383,data/ravdess\Actor_20\03-02-04-02-02-02-20_sad.wav,sad
1679,data/ravdess\Actor_14\03-02-03-02-02-01-14_happy.wav,happy
1055,data/ravdess\Actor_25\25_01_01_01_goal_neutral.wav,neutral
347,data/ravdess\Actor_18\18_01_01_02_kids-talking_sad.wav,sad
1273,data/ravdess\Actor_26\26_01_01_01_keg_neutral.wav,neutral
121,data/ravdess\Actor_06\03-02-04-01-01-02-06_sad.wav,sad
658,data/ravdess\Actor_26\26_01_01_01_far_sad.wav,sad
590,data/ravdess\Actor_25\25_01_01_01_thought_sad.wav,sad
1132,data/ravdess\Actor_25\25_01_01_01_puff_neutral.wav,neutral
1767,data/ravdess\Actor_19\19_02_02_02_dogs-sitting_happy.wav,happy
2084,data/ravdess\Actor_26\26_01_01_01_knock_happy.wav,happy
2040,data/ravdess\Actor_26\26_01_01_01_deep_happy.wav,happy
1821,data/ravdess\Actor_23\03-02-03-02-01-01-23_happy.wav,happy
89,data/ravdess\Actor_04\04_02_01_01_kids-talking_sad.wav,sad
1508,data/ravdess\Actor_05\05_02_01_02_dogs-sitting_happy.wav,happy
980,data/ravdess\Actor_17\03-02-01-01-02-02-17_neutral.wav,neutral
2060,data/ravdess\Actor_26\26_01_01_01_hall_happy.wav,happy
177,data/ravdess\Actor_09\09_01_01_01_kids-talking_sad.wav,sad
519,data/ravdess\Actor_25\25_01_01_01_love_sad.wav,sad
1846,data/ravdess\Actor_24\24_01_02_01_kids-talking_happy.wav,happy
1127,data/ravdess\Actor_25\25_01_01_01_phone_neutral.wav,neutral
1570,data/ravdess\Actor_09\09_01_01_01_kids-talking_happy.wav,happy
1683,data/ravdess\Actor_14\14_02_01_02_dogs-sitting_happy.wav,happy
1662,data/ravdess\Actor_13\13_01_02_01_kids-talking_happy.wav,happy
883,data/ravdess\Actor_06\06_02_01_02_dogs-sitting_neutral.wav,neutral
1456,data/ravdess\Actor_03\03_01_01_02_dogs-sitting_happy.wav,happy
1903,data/ravdess\Actor_25\25_01_01_01_life_happy.wav,happy
927,data/ravdess\Actor_11\11_02_01_02_dogs-sitting_neutral.wav,neutral
1388,data/ravdess\Actor_26\26_01_01_01_when_neutral.wav,neutral
1339,data/ravdess\Actor_26\26_01_01_01_rose_neutral.wav,neutral
878,data/ravdess\Actor_06\06_01_01_01_kids-talking_neutral.wav,neutral
812,data/ravdess\Actor_26\26_01_01_01_youth_sad.wav,sad
1636,data/ravdess\Actor_12\12_01_01_02_kids-talking_happy.wav,happy
171,data/ravdess\Actor_08\08_02_01_02_kids-talking_sad.wav,sad
412,data/ravdess\Actor_22\03-02-04-02-01-01-22_sad.wav,sad
1203,data/ravdess\Actor_25\25_01_01_01_young_neutral.wav,neutral
1116,data/ravdess\Actor_25\25_01_01_01_neat_neutral.wav,neutral
1285,data/ravdess\Actor_26\26_01_01_01_life_neutral.wav,neutral
1184,data/ravdess\Actor_25\25_01_01_01_turn_neutral.wav,neutral
270,data/ravdess\Actor_13\13_01_02_02_dogs-sitting_sad.wav,sad
416,data/ravdess\Actor_22\22_01_01_01_dogs-sitting_sad.wav,sad
1872,data/ravdess\Actor_25\25_01_01_01_hall_happy.wav,happy
1988,data/ravdess\Actor_25\25_01_01_01_thought_happy.wav,happy
961,data/ravdess\Actor_15\03-02-01-01-01-01-15_neutral.wav,neutral
1941,data/ravdess\Actor_25\25_01_01_01_pike_happy.wav,happy
1545,data/ravdess\Actor_07\07_02_01_01_dogs-sitting_happy.wav,happy
1657,data/ravdess\Actor_13\13_01_01_01_dogs-sitting_happy.wav,happy
740,data/ravdess\Actor_26\26_01_01_01_perch_sad.wav,sad
2152,data/ravdess\Actor_26\26_01_01_01_seize_happy.wav,happy
1917,data/ravdess\Actor_25\25_01_01_01_met_happy.wav,happy
937,data/ravdess\Actor_12\12_02_01_01_dogs-sitting_neutral.wav,neutral
1548,data/ravdess\Actor_07\07_02_01_02_kids-talking_happy.wav,happy
962,data/ravdess\Actor_15\03-02-01-01-01-02-15_neutral.wav,neutral
312,data/ravdess\Actor_16\03-02-04-01-01-01-16_sad.wav,sad
828,data/ravdess\Actor_02\02_01_01_02_kids-talking_neutral.wav,neutral
378,data/ravdess\Actor_20\03-02-04-01-02-01-20_sad.wav,sad
1475,data/ravdess\Actor_04\03-02-03-02-01-02-04_happy.wav,happy
1825,data/ravdess\Actor_23\23_01_01_01_dogs-sitting_happy.wav,happy
154,data/ravdess\Actor_07\07_02_01_02_dogs-sitting_sad.wav,sad
192,data/ravdess\Actor_10\10_01_01_01_dogs-sitting_sad.wav,sad
1855,data/ravdess\Actor_24\24_02_02_02_dogs-sitting_happy.wav,happy
1555,data/ravdess\Actor_08\08_01_01_02_dogs-sitting_happy.wav,happy
473,data/ravdess\Actor_25\25_01_01_01_get_sad.wav,sad
1503,data/ravdess\Actor_05\05_01_02_01_kids-talking_happy.wav,happy
2187,data/ravdess\Actor_26\26_01_01_01_void_happy.wav,happy
87,data/ravdess\Actor_04\04_01_02_02_kids-talking_sad.wav,sad
1026,data/ravdess\Actor_23\03-02-01-01-01-02-23_neutral.wav,neutral
308,data/ravdess\Actor_15\15_02_02_01_dogs-sitting_sad.wav,sad
1091,data/ravdess\Actor_25\25_01_01_01_life_neutral.wav,neutral
1593,data/ravdess\Actor_10\10_02_01_01_dogs-sitting_happy.wav,happy
1266,data/ravdess\Actor_26\26_01_01_01_hit_neutral.wav,neutral
1045,data/ravdess\Actor_25\25_01_01_01_fat_neutral.wav,neutral
381,data/ravdess\Actor_20\03-02-04-02-01-02-20_sad.wav,sad
632,data/ravdess\Actor_26\26_01_01_01_calm_sad.wav,sad
933,data/ravdess\Actor_12\12_01_01_01_dogs-sitting_neutral.wav,neutral
1955,data/ravdess\Actor_25\25_01_01_01_road_happy.wav,happy
414,data/ravdess\Actor_22\03-02-04-02-02-01-22_sad.wav,sad
1264,data/ravdess\Actor_26\26_01_01_01_haze_neutral.wav,neutral
778,data/ravdess\Actor_26\26_01_01_01_sour_sad.wav,sad
823,data/ravdess\Actor_01\03-02-01-01-02-01-01_neutral.wav,neutral
598,data/ravdess\Actor_25\25_01_01_01_turn_sad.wav,sad
1601,data/ravdess\Actor_11\03-02-03-01-01-01-11_happy.wav,happy
1519,data/ravdess\Actor_06\03-02-03-02-01-02-06_happy.wav,happy
1974,data/ravdess\Actor_25\25_01_01_01_soap_happy.wav,happy
1853,data/ravdess\Actor_24\24_02_02_01_dogs-sitting_happy.wav,happy
1255,data/ravdess\Actor_26\26_01_01_01_goal_neutral.wav,neutral
1228,data/ravdess\Actor_26\26_01_01_01_choice_neutral.wav,neutral
2177,data/ravdess\Actor_26\26_01_01_01_thumb_happy.wav,happy
1496,data/ravdess\Actor_05\03-02-03-01-02-01-05_happy.wav,happy
198,data/ravdess\Actor_10\10_01_02_02_dogs-sitting_sad.wav,sad
1042,data/ravdess\Actor_24\24_02_01_01_kids-talking_neutral.wav,neutral
1774,data/ravdess\Actor_20\03-02-03-02-01-02-20_happy.wav,happy
1421,data/ravdess\Actor_01\03-02-03-02-02-02-01_happy.wav,happy
142,data/ravdess\Actor_06\06_02_02_02_dogs-sitting_sad.wav,sad
1081,data/ravdess\Actor_25\25_01_01_01_kill_neutral.wav,neutral
2141,data/ravdess\Actor_26\26_01_01_01_ring_happy.wav,happy
196,data/ravdess\Actor_10\10_01_02_01_dogs-sitting_sad.wav,sad
842,data/ravdess\Actor_03\03_01_01_01_kids-talking_neutral.wav,neutral
315,data/ravdess\Actor_16\03-02-04-01-02-02-16_sad.wav,sad
1960,data/ravdess\Actor_25\25_01_01_01_rush_happy.wav,happy
759,data/ravdess\Actor_26\26_01_01_01_rose_sad.wav,sad
170,data/ravdess\Actor_08\08_02_01_02_dogs-sitting_sad.wav,sad
1424,data/ravdess\Actor_02\02_01_01_02_dogs-sitting_happy.wav,happy
1709,data/ravdess\Actor_16\03-02-03-02-01-01-16_happy.wav,happy
773,data/ravdess\Actor_26\26_01_01_01_should_sad.wav,sad
1013,data/ravdess\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
1702,data/ravdess\Actor_15\15_02_02_01_kids-talking_happy.wav,happy
2103,data/ravdess\Actor_26\26_01_01_01_merge_happy.wav,happy
22,data/ravdess\Actor_01\03-02-04-02-02-01-01_sad.wav,sad
574,data/ravdess\Actor_25\25_01_01_01_shout_sad.wav,sad
45,data/ravdess\Actor_02\03-02-04-02-01-02-02_sad.wav,sad
1714,data/ravdess\Actor_16\16_02_01_01_kids-talking_happy.wav,happy
467,data/ravdess\Actor_25\25_01_01_01_five_sad.wav,sad
1934,data/ravdess\Actor_25\25_01_01_01_pain_happy.wav,happy
1073,data/ravdess\Actor_25\25_01_01_01_join_neutral.wav,neutral
1708,data/ravdess\Actor_16\03-02-03-01-02-02-16_happy.wav,happy
1614,data/ravdess\Actor_11\11_01_02_01_kids-talking_happy.wav,happy
442,data/ravdess\Actor_24\03-02-04-01-02-01-24_sad.wav,sad
1187,data/ravdess\Actor_25\25_01_01_01_void_neutral.wav,neutral
319,data/ravdess\Actor_16\03-02-04-02-02-02-16_sad.wav,sad
184,data/ravdess\Actor_09\09_02_01_01_dogs-sitting_sad.wav,sad
2030,data/ravdess\Actor_26\26_01_01_01_chat_happy.wav,happy
2033,data/ravdess\Actor_26\26_01_01_01_chief_happy.wav,happy
1476,data/ravdess\Actor_04\03-02-03-02-02-01-04_happy.wav,happy
1666,data/ravdess\Actor_13\13_02_01_01_kids-talking_happy.wav,happy
1083,data/ravdess\Actor_25\25_01_01_01_kite_neutral.wav,neutral
839,data/ravdess\Actor_03\03-02-01-01-02-01-03_neutral.wav,neutral
1205,data/ravdess\Actor_26\26_01_01_01_back_neutral.wav,neutral
1675,data/ravdess\Actor_14\03-02-03-01-02-01-14_happy.wav,happy
744,data/ravdess\Actor_26\26_01_01_01_pole_sad.wav,sad
539,data/ravdess\Actor_25\25_01_01_01_peg_sad.wav,sad
2122,data/ravdess\Actor_26\26_01_01_01_pain_happy.wav,happy
618,data/ravdess\Actor_25\25_01_01_01_youth_sad.wav,sad
801,data/ravdess\Actor_26\26_01_01_01_wheat_sad.wav,sad
1734,data/ravdess\Actor_17\17_02_02_01_kids-talking_happy.wav,happy
2020,data/ravdess\Actor_26\26_01_01_01_book_happy.wav,happy
1105,data/ravdess\Actor_25\25_01_01_01_met_neutral.wav,neutral
398,data/ravdess\Actor_21\03-02-04-02-02-01-21_sad.wav,sad
210,data/ravdess\Actor_11\03-02-04-01-02-01-11_sad.wav,sad
1985,data/ravdess\Actor_25\25_01_01_01_tell_happy.wav,happy
2194,data/ravdess\Actor_26\26_01_01_01_when_happy.wav,happy
924,data/ravdess\Actor_11\11_01_01_02_kids-talking_neutral.wav,neutral
863,data/ravdess\Actor_05\03-02-01-01-02-01-05_neutral.wav,neutral
918,data/ravdess\Actor_11\03-02-01-01-01-02-11_neutral.wav,neutral
1713,data/ravdess\Actor_16\16_02_01_01_dogs-sitting_happy.wav,happy
1106,data/ravdess\Actor_25\25_01_01_01_mill_neutral.wav,neutral
203,data/ravdess\Actor_10\10_02_01_02_kids-talking_sad.wav,sad
108,data/ravdess\Actor_05\05_01_02_01_dogs-sitting_sad.wav,sad
965,data/ravdess\Actor_15\15_02_01_01_dogs-sitting_neutral.wav,neutral
1354,data/ravdess\Actor_26\26_01_01_01_shout_neutral.wav,neutral
2,data/ravdess\Actor_01\01_01_01_02_dogs-sitting_sad.wav,sad
1817,data/ravdess\Actor_23\03-02-03-01-01-01-23_happy.wav,happy
2019,data/ravdess\Actor_26\26_01_01_01_bone_happy.wav,happy
2121,data/ravdess\Actor_26\26_01_01_01_page_happy.wav,happy
875,data/ravdess\Actor_06\03-02-01-01-02-01-06_neutral.wav,neutral
482,data/ravdess\Actor_25\25_01_01_01_hate_sad.wav,sad
1654,data/ravdess\Actor_13\03-02-03-02-01-02-13_happy.wav,happy
372,data/ravdess\Actor_19\19_02_02_01_dogs-sitting_sad.wav,sad
576,data/ravdess\Actor_25\25_01_01_01_soap_sad.wav,sad
211,data/ravdess\Actor_11\03-02-04-01-02-02-11_sad.wav,sad
520,data/ravdess\Actor_25\25_01_01_01_luck_sad.wav,sad
1217,data/ravdess\Actor_26\26_01_01_01_cab_neutral.wav,neutral
1746,data/ravdess\Actor_19\03-02-03-01-01-02-19_happy.wav,happy
234,data/ravdess\Actor_12\03-02-04-01-02-01-12_sad.wav,sad
2198,data/ravdess\Actor_26\26_01_01_01_wife_happy.wav,happy
1592,data/ravdess\Actor_10\10_01_02_02_kids-talking_happy.wav,happy
1212,data/ravdess\Actor_26\26_01_01_01_boat_neutral.wav,neutral
938,data/ravdess\Actor_12\12_02_01_01_kids-talking_neutral.wav,neutral
989,data/ravdess\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
1334,data/ravdess\Actor_26\26_01_01_01_red_neutral.wav,neutral
2126,data/ravdess\Actor_26\26_01_01_01_perch_happy.wav,happy
96,data/ravdess\Actor_05\03-02-04-01-01-01-05_sad.wav,sad
935,data/ravdess\Actor_12\12_01_01_02_dogs-sitting_neutral.wav,neutral
178,data/ravdess\Actor_09\09_01_01_02_dogs-sitting_sad.wav,sad
620,data/ravdess\Actor_26\26_01_01_01_bar_sad.wav,sad
1268,data/ravdess\Actor_26\26_01_01_01_home_neutral.wav,neutral
2142,data/ravdess\Actor_26\26_01_01_01_ripe_happy.wav,happy
665,data/ravdess\Actor_26\26_01_01_01_gaze_sad.wav,sad
1049,data/ravdess\Actor_25\25_01_01_01_gap_neutral.wav,neutral
1867,data/ravdess\Actor_25\25_01_01_01_goal_happy.wav,happy
513,data/ravdess\Actor_25\25_01_01_01_live_sad.wav,sad
71,data/ravdess\Actor_03\03_02_02_02_kids-talking_sad.wav,sad
1696,data/ravdess\Actor_15\03-02-03-02-02-02-15_happy.wav,happy
581,data/ravdess\Actor_25\25_01_01_01_such_sad.wav,sad
2139,data/ravdess\Actor_26\26_01_01_01_read_happy.wav,happy
1277,data/ravdess\Actor_26\26_01_01_01_kite_neutral.wav,neutral
483,data/ravdess\Actor_25\25_01_01_01_have_sad.wav,sad
1093,data/ravdess\Actor_25\25_01_01_01_live_neutral.wav,neutral
